Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1710108000.0 2500.3 NA 205 0 NA 319 0 NA 8894 167 NA 8997 415
1710108000.0 2500.4 NA 211 0 NA 305 0 NA 8667 158 NA 5897 302
1710108000.0 537.0 107 0 NA 178 0 NA 3632 152 NA 6184 255 NA
