Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1710025200.0 280.0 95 103 225 0 NA NA NA NA 169 148 254 0 NA NA NA NA 3694 265 337 336 NA NA NA NA 3770 346 362 356 NA NA NA NA
1710025200.0 281.0 109 156 257 0 NA NA NA NA 216 195 288 0 NA NA NA NA 2726 326 687 421 NA NA NA NA 2818 427 779 437 NA NA NA NA
1710025200.0 29.0 NA 105 233 0 NA NA NA NA NA 146 266 0 NA NA NA NA NA 1357 1005 372 NA NA NA NA NA 1534 1039 403 NA NA NA NA
1710025200.0 3.0 75 98 164 NA NA NA NA NA 101 146 190 NA NA NA NA NA 4779 192 714 NA NA NA NA NA 4874 222 754 NA NA NA NA NA
1710025200.0 30.0 NA 106 227 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1384 1113 392 NA NA NA NA NA 1538 1148 412 NA NA NA NA
1710025200.0 300.0 106 240 321 0 NA NA NA NA 136 283 355 0 NA NA NA NA 1805 766 1404 154 NA NA NA NA 1927 866 1554 170 NA NA NA NA
1710025200.0 301.0 107 238 323 0 NA NA NA NA 133 284 357 0 NA NA NA NA 2430 794 1382 165 NA NA NA NA 2560 912 1473 186 NA NA NA NA
1710025200.0 302.0 104 239 321 0 NA NA NA NA 138 283 355 0 NA NA NA NA 1537 766 1344 152 NA NA NA NA 1631 866 1469 163 NA NA NA NA
1710025200.0 31.0 NA 104 226 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1321 870 365 NA NA NA NA NA 1351 920 376 NA NA NA NA
1710025200.0 32.0 NA 105 229 0 NA NA NA NA NA 146 256 0 NA NA NA NA NA 1375 1034 373 NA NA NA NA NA 1582 1084 397 NA NA NA NA
1710025200.0 33.0 NA 103 228 0 NA NA NA NA NA 146 254 0 NA NA NA NA NA 1339 865 365 NA NA NA NA NA 1369 912 379 NA NA NA NA
1710025200.0 34.0 77 102 223 0 NA NA NA NA 97 148 254 0 NA NA NA NA 2435 257 334 333 NA NA NA NA 2472 296 396 351 NA NA NA NA
1710025200.0 35.0 NA 106 228 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1421 1185 383 NA NA NA NA NA 1596 1215 398 NA NA NA NA
1710025200.0 36.0 NA 105 228 0 NA NA NA NA NA 146 259 0 NA NA NA NA NA 1460 4999 388 NA NA NA NA NA 1741 5705 725 NA NA NA NA
1710025200.0 37.0 NA 105 235 0 NA NA NA NA NA 146 261 0 NA NA NA NA NA 1550 1923 396 NA NA NA NA NA 1612 2021 413 NA NA NA NA
