Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1709420400.0 1.0 75 98 151 NA NA NA NA NA 96 150 183 NA NA NA NA NA 1336 233 473 NA NA NA NA NA 1354 249 496 NA NA NA NA NA
1709420400.0 10.0 NA 107 224 0 NA NA NA NA NA 146 256 0 NA NA NA NA NA 1523 1397 385 NA NA NA NA NA 1552 1441 398 NA NA NA NA
1709420400.0 1000.0 NA 252 152 0 60 NA NA NA NA 283 181 0 78 NA NA NA NA 1786 403 337 99 NA NA NA NA 1826 443 348 185 NA NA NA
1709420400.0 1001.0 NA 223 191 0 0 0 0 0 NA 249 218 0 0 0 0 0 NA 1256 241 4 43 255 24 255 NA 1300 253 8 48 260 33 261
1709420400.0 1002.0 NA 247 79 NA NA NA NA NA NA 271 99 NA NA NA NA NA NA 1547 119 NA NA NA NA NA NA 1581 124 NA NA NA NA NA
1709420400.0 10021.0 NA 112 158 0 NA NA NA NA NA 176 179 0 NA NA NA NA NA 420 444 156 NA NA NA NA NA 474 495 164 NA NA NA NA
1709420400.0 10023.0 NA 111 158 0 NA NA NA NA NA 176 181 0 NA NA NA NA NA 370 313 164 NA NA NA NA NA 420 364 174 NA NA NA NA
1709420400.0 10024.0 NA 118 162 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 433 424 182 NA NA NA NA NA 493 484 197 NA NA NA NA
1709420400.0 10025.0 NA 112 158 0 NA NA NA NA NA 176 180 0 NA NA NA NA NA 391 328 167 NA NA NA NA NA 450 379 178 NA NA NA NA
1709420400.0 10026.0 NA 116 162 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 437 478 182 NA NA NA NA NA 484 542 190 NA NA NA NA
1709420400.0 1003.0 NA 209 0 NA NA NA NA NA NA 246 0 NA NA NA NA NA NA 1986 219 NA NA NA NA NA NA 2037 234 NA NA NA NA NA
1709420400.0 1004.0 NA 207 153 0 0 0 0 NA NA 237 179 0 0 0 0 NA NA 347 126 4 36 248 254 NA NA 377 134 11 41 253 261 NA
1709420400.0 101.0 106 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 754 NA NA NA NA NA NA NA 763 NA NA NA NA NA NA NA
1709420400.0 102.0 106 NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA 556 NA NA NA NA NA NA NA 569 NA NA NA NA NA NA NA
1709420400.0 10224.0 NA 150 232 0 NA NA NA NA NA 189 273 0 NA NA NA NA NA 1948 1598 201 NA NA NA NA NA 2317 2051 227 NA NA NA NA
1709420400.0 10225.0 NA 150 232 0 NA NA NA NA NA 196 278 0 NA NA NA NA NA 1941 1508 195 NA NA NA NA NA 2366 1891 210 NA NA NA NA
1709420400.0 103.0 70 100 218 NA NA NA NA NA 90 148 254 NA NA NA NA NA 456 143 248 NA NA NA NA NA 516 153 277 NA NA NA NA NA
1709420400.0 105.0 76 101 38 NA NA NA NA NA 96 148 53 NA NA NA NA NA 1312 245 2 NA NA NA NA NA 1377 257 4 NA NA NA NA NA
1709420400.0 106.0 59 0 0 NA NA NA NA NA 75 0 0 NA NA NA NA NA 264 50 104 NA NA NA NA NA 270 54 113 NA NA NA NA NA
1709420400.0 107.0 76 96 222 NA NA NA NA NA 97 148 254 NA NA NA NA NA 2409 257 325 NA NA NA NA NA 2451 278 351 NA NA NA NA NA
1709420400.0 108.0 74 103 227 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3233 266 391 NA NA NA NA NA 3273 282 554 NA NA NA NA NA
1709420400.0 109.0 81 105 225 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3690 274 416 NA NA NA NA NA 3731 293 442 NA NA NA NA NA
1709420400.0 11.0 NA 104 229 0 72 NA NA NA NA 146 265 0 90 NA NA NA NA 1208 606 396 27 NA NA NA NA 1231 647 408 33 NA NA NA
1709420400.0 110.0 68 100 219 NA NA NA NA NA 87 148 253 NA NA NA NA NA 375 235 267 NA NA NA NA NA 465 250 293 NA NA NA NA NA
1709420400.0 1102.0 NA 103 234 141 87 NA NA NA NA 146 262 170 112 NA NA NA NA 1769 2004 1587 123 NA NA NA NA 1798 2037 1615 127 NA NA NA
1709420400.0 111.0 75 101 221 NA NA NA NA NA 96 148 254 NA NA NA NA NA 1502 198 300 NA NA NA NA NA 1521 214 317 NA NA NA NA NA
1709420400.0 112.0 77 103 223 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2524 261 325 NA NA NA NA NA 2559 280 339 NA NA NA NA NA
1709420400.0 113.0 79 103 219 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2469 257 321 NA NA NA NA NA 2495 273 347 NA NA NA NA NA
1709420400.0 114.0 76 103 221 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2302 259 330 NA NA NA NA NA 2329 280 353 NA NA NA NA NA
1709420400.0 115.0 78 103 223 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3044 268 345 NA NA NA NA NA 3228 289 368 NA NA NA NA NA
1709420400.0 116.0 79 102 223 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2797 261 353 NA NA NA NA NA 2887 279 380 NA NA NA NA NA
1709420400.0 117.0 79 103 224 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3622 273 390 NA NA NA NA NA 3662 291 424 NA NA NA NA NA
1709420400.0 118.0 78 103 226 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2768 267 377 NA NA NA NA NA 2875 281 404 NA NA NA NA NA
1709420400.0 119.0 77 103 223 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2456 257 321 NA NA NA NA NA 2489 275 349 NA NA NA NA NA
1709420400.0 12.0 NA 105 228 0 NA NA NA NA NA 146 255 0 NA NA NA NA NA 1377 1431 397 NA NA NA NA NA 1644 1456 408 NA NA NA NA
1709420400.0 120.0 67 97 219 NA NA NA NA NA 87 148 253 NA NA NA NA NA 308 207 239 NA NA NA NA NA 313 216 255 NA NA NA NA NA
1709420400.0 121.0 79 104 224 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3782 272 399 NA NA NA NA NA 3824 290 425 NA NA NA NA NA
1709420400.0 122.0 75 101 221 NA NA NA NA NA 95 148 254 NA NA NA NA NA 872 168 260 NA NA NA NA NA 887 182 280 NA NA NA NA NA
1709420400.0 123.1 206 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 362 NA NA NA NA NA NA NA 373 NA NA NA NA NA NA NA
1709420400.0 123.2 206 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 435 NA NA NA NA NA NA NA 446 NA NA NA NA NA NA NA
1709420400.0 123.3 191 NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA 244 NA NA NA NA NA NA NA 254 NA NA NA NA NA NA NA
1709420400.0 124.1 198 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA
1709420400.0 124.2 204 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA 346 NA NA NA NA NA NA NA
1709420400.0 124.4 198 NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA 266 NA NA NA NA NA NA NA
1709420400.0 124.5 198 NA NA NA NA NA NA NA 229 NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA 273 NA NA NA NA NA NA NA
1709420400.0 124.6 191 NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA 261 NA NA NA NA NA NA NA 269 NA NA NA NA NA NA NA
1709420400.0 125.0 77 103 223 NA NA NA NA NA 99 148 254 NA NA NA NA NA 3233 262 332 NA NA NA NA NA 3280 275 363 NA NA NA NA NA
1709420400.0 126.0 68 97 219 NA NA NA NA NA 88 148 253 NA NA NA NA NA 613 229 271 NA NA NA NA NA 624 245 296 NA NA NA NA NA
1709420400.0 127.0 66 98 219 NA NA NA NA NA 83 148 254 NA NA NA NA NA 752 230 268 NA NA NA NA NA 763 244 307 NA NA NA NA NA
1709420400.0 128.0 50 98 218 NA NA NA NA NA 82 148 253 NA NA NA NA NA 348 263 287 NA NA NA NA NA 363 280 306 NA NA NA NA NA
1709420400.0 129.0 65 98 218 NA NA NA NA NA 82 148 253 NA NA NA NA NA 301 207 238 NA NA NA NA NA 306 216 253 NA NA NA NA NA
1709420400.0 13.0 NA 98 223 0 NA NA NA NA NA 146 253 0 NA NA NA NA NA 183 521 335 NA NA NA NA NA 204 555 347 NA NA NA NA
1709420400.0 130.0 67 97 219 NA NA NA NA NA 83 148 253 NA NA NA NA NA 376 230 265 NA NA NA NA NA 445 240 294 NA NA NA NA NA
1709420400.0 1301.0 82 161 202 NA NA NA NA NA 103 198 229 NA NA NA NA NA 956 327 712 NA NA NA NA NA 1015 396 770 NA NA NA NA NA
1709420400.0 1302.0 87 172 206 NA NA NA NA NA 108 198 234 NA NA NA NA NA 4852 464 941 NA NA NA NA NA 4961 518 1019 NA NA NA NA NA
1709420400.0 1303.0 89 175 212 NA NA NA NA NA 110 198 239 NA NA NA NA NA 6200 654 1305 NA NA NA NA NA 6372 765 1439 NA NA NA NA NA
1709420400.0 1306.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1709420400.0 1307.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1709420400.0 1308.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1709420400.0 1309.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1709420400.0 131.0 67 99 219 NA NA NA NA NA 84 148 253 NA NA NA NA NA 725 235 271 NA NA NA NA NA 737 254 293 NA NA NA NA NA
