Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709935200.0 12434.402 NA 319 178 0 NA NA 902 923 0 NA NA 1247 576 275 NA NA 623 893 437 NA
1709935200.0 12434.403 NA 328 183 0 NA NA 918 943 0 NA NA 1187 432 297 NA NA 529 629 479 NA
1709935200.0 12434.404 NA 321 130 NA NA NA 902 868 NA NA NA 1214 313 NA NA NA 560 529 NA NA
1709935200.0 12434.412 NA 321 153 0 NA NA 921 769 0 NA NA 1206 516 208 NA NA 578 820 344 NA
1709935200.0 12434.502 NA 323 178 0 NA NA 914 922 0 NA NA 1222 422 273 NA NA 577 614 430 NA
1709935200.0 12434.503 NA 319 190 0 NA NA 913 939 0 NA NA 1208 395 278 NA NA 539 564 435 NA
1709935200.0 12434.504 NA 324 130 NA NA NA 915 871 NA NA NA 1259 245 NA NA NA 668 401 NA NA
1709935200.0 12434.506 NA 322 180 0 NA NA 897 923 0 NA NA 1207 543 241 NA NA 525 838 367 NA
1709935200.0 12434.507 NA 321 189 0 NA NA 915 939 0 NA NA 1227 423 333 NA NA 581 625 537 NA
1709935200.0 12434.508 NA 323 131 NA NA NA 915 868 NA NA NA 1211 230 NA NA NA 564 376 NA NA
1709935200.0 12434.512 NA 323 145 0 NA NA 922 727 0 NA NA 1246 567 252 NA NA 638 912 415 NA
1709935200.0 12434.513 NA 319 151 0 NA NA 918 733 0 NA NA 1227 524 279 NA NA 583 822 471 NA
1709935200.0 12434.514 NA 320 114 NA NA NA 910 685 NA NA NA 1259 200 NA NA NA 644 332 NA NA
1709935200.0 12434.522 NA 322 146 0 NA NA 923 708 0 NA NA 1192 452 273 NA NA 540 677 453 NA
1709935200.0 12434.523 NA 322 147 0 NA NA 927 706 0 NA NA 1224 411 222 NA NA 583 617 368 NA
1709935200.0 12434.524 NA 324 111 NA NA NA 914 662 NA NA NA 1222 277 NA NA NA 576 466 NA NA
1709935200.0 12434.582 NA 322 225 0 NA NA 916 995 0 NA NA 1248 486 319 NA NA 593 658 499 NA
1709935200.0 12434.583 NA 321 238 0 NA NA 919 1011 0 NA NA 1206 533 286 NA NA 555 695 451 NA
1709935200.0 12434.586 NA 322 226 0 NA NA 917 1004 0 NA NA 1185 510 328 NA NA 516 683 518 NA
1709935200.0 12434.587 NA 323 240 0 NA NA 929 1007 0 NA NA 1198 470 290 NA NA 548 602 442 NA
1709935200.0 12434.592 NA 321 574 0 NA NA 904 1416 0 NA NA 1258 1570 464 NA NA 644 1692 660 NA
1709935200.0 12434.593 NA 324 584 0 NA NA 917 1439 0 NA NA 1215 1664 451 NA NA 568 1813 623 NA
1709935200.0 12434.596 NA 319 575 0 NA NA 906 1423 0 NA NA 1367 1560 370 NA NA 635 1691 481 NA
1709935200.0 12434.597 NA 322 586 0 NA NA 917 1439 0 NA NA 1187 1577 512 NA NA 542 1646 735 NA
1709935200.0 12450.402 NA 320 177 0 NA NA 915 921 0 NA NA 1209 529 249 NA NA 577 805 386 NA
