Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709503200.0 12434.402 NA 320 182 0 NA NA 899 863 0 NA NA 2196 382 226 NA NA 811 891 358 NA
1709503200.0 12434.403 NA 321 177 0 NA NA 910 892 0 NA NA 2210 387 197 NA NA 779 731 705 NA
1709503200.0 12434.404 NA 307 134 NA NA NA 901 814 NA NA NA 2201 210 NA NA NA 846 342 NA NA
1709503200.0 12434.412 NA 318 154 0 NA NA 888 753 0 NA NA 2206 335 167 NA NA 792 841 253 NA
1709503200.0 12434.502 NA 320 182 0 NA NA 897 852 0 NA NA 2190 380 224 NA NA 787 879 340 NA
1709503200.0 12434.503 NA 321 192 0 NA NA 892 874 0 NA NA 2196 386 234 NA NA 810 903 358 NA
1709503200.0 12434.504 NA 320 129 NA NA NA 887 803 NA NA NA 2193 191 NA NA NA 767 303 NA NA
1709503200.0 12434.506 NA 319 172 0 NA NA 910 847 0 NA NA 2192 379 205 NA NA 797 1084 708 NA
1709503200.0 12434.507 NA 320 190 0 NA NA 902 877 0 NA NA 2200 388 239 NA NA 790 896 355 NA
1709503200.0 12434.508 NA 319 132 NA NA NA 888 806 NA NA NA 2187 198 NA NA NA 778 314 NA NA
1709503200.0 12434.512 NA 313 144 0 NA NA 890 714 0 NA NA 2198 338 184 NA NA 794 989 302 NA
1709503200.0 12434.513 NA 319 151 0 NA NA 905 717 0 NA NA 2194 343 185 NA NA 795 851 298 NA
1709503200.0 12434.514 NA 327 117 NA NA NA 899 676 NA NA NA 2197 183 NA NA NA 806 301 NA NA
1709503200.0 12434.522 NA 323 148 0 NA NA 894 691 0 NA NA 2196 341 190 NA NA 766 856 305 NA
1709503200.0 12434.523 NA 320 143 0 NA NA 900 688 0 NA NA 2198 344 181 NA NA 778 1060 291 NA
