Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709676000.0 12434.402 NA 332 183 0 NA NA 905 866 0 NA NA 2187 344 195 NA NA 765 810 279 NA
1709676000.0 12434.403 NA 326 188 0 NA NA 911 885 0 NA NA 2198 343 187 NA NA 891 373 247 NA
1709676000.0 12434.404 NA 328 137 NA NA NA 895 820 NA NA NA 2184 160 NA NA NA 755 201 NA NA
1709676000.0 12434.412 NA 327 158 0 NA NA 902 752 0 NA NA 2185 303 138 NA NA 747 853 177 NA
1709676000.0 12434.502 NA 324 183 0 NA NA 908 857 0 NA NA 2176 344 192 NA NA 770 867 277 NA
1709676000.0 12434.503 NA 325 191 0 NA NA 908 882 0 NA NA 2176 346 207 NA NA 763 859 303 NA
1709676000.0 12434.504 NA 326 133 NA NA NA 898 806 NA NA NA 2182 170 NA NA NA 743 260 NA NA
1709676000.0 12434.506 NA 327 182 0 NA NA 898 853 0 NA NA 2182 342 191 NA NA 778 785 396 NA
1709676000.0 12434.507 NA 324 194 0 NA NA 904 884 0 NA NA 2190 356 214 NA NA 769 854 327 NA
1709676000.0 12434.508 NA 317 136 NA NA NA 903 807 NA NA NA 2183 183 NA NA NA 799 292 NA NA
1709676000.0 12434.512 NA 327 151 0 NA NA 903 720 0 NA NA 2180 302 163 NA NA 767 783 259 NA
1709676000.0 12434.513 NA 327 156 0 NA NA 906 720 0 NA NA 2180 298 139 NA NA 747 338 176 NA
1709676000.0 12434.514 NA 325 120 NA NA NA 900 679 NA NA NA 2186 156 NA NA NA 806 243 NA NA
1709676000.0 12434.522 NA 324 147 0 NA NA 889 698 0 NA NA 2176 323 163 NA NA 765 730 251 NA
1709676000.0 12434.523 NA 322 152 0 NA NA 898 701 0 NA NA 2181 310 157 NA NA 747 798 236 NA
1709676000.0 12434.524 NA 330 115 NA NA NA 900 649 NA NA NA 2190 157 NA NA NA 758 239 NA NA
1709676000.0 12434.582 NA 326 231 0 NA NA 898 935 0 NA NA 2181 434 229 NA NA 763 875 326 NA
1709676000.0 12434.583 NA 318 249 0 NA NA 897 947 0 NA NA 2181 450 231 NA NA 770 883 329 NA
1709676000.0 12434.586 NA 326 229 0 NA NA 905 927 0 NA NA 2177 439 225 NA NA 763 881 314 NA
1709676000.0 12434.587 NA 326 192 0 NA NA 902 947 0 NA NA 2189 447 231 NA NA 764 874 324 NA
1709676000.0 12434.592 NA 312 567 0 NA NA 896 1393 0 NA NA 2184 1818 381 NA NA 880 2259 425 NA
1709676000.0 12434.593 NA 318 557 0 NA NA 900 1421 0 NA NA 2182 1892 379 NA NA 828 2406 482 NA
1709676000.0 12434.596 NA 319 564 0 NA NA 909 1394 0 NA NA 2179 1841 376 NA NA 820 2737 516 NA
1709676000.0 12434.597 NA 328 558 0 NA NA 917 1431 0 NA NA 2192 1889 381 NA NA 742 2396 460 NA
1709676000.0 12450.402 NA 322 183 0 NA NA 908 865 0 NA NA 2176 336 195 NA NA 748 801 327 NA
1709676000.0 12450.403 NA 328 187 0 NA NA 895 888 0 NA NA 2172 343 194 NA NA 754 811 285 NA
1709676000.0 12450.404 NA 323 138 NA NA NA 910 819 NA NA NA 2179 190 NA NA NA 750 435 NA NA
1709676000.0 12450.502 NA 322 183 0 NA NA 896 861 0 NA NA 2170 331 195 NA NA 774 399 293 NA
1709676000.0 12450.503 NA 324 182 0 NA NA 905 873 0 NA NA 2186 368 204 NA NA 787 693 304 NA
1709676000.0 12450.504 NA 321 134 NA NA NA 909 805 NA NA NA 2175 177 NA NA NA 764 274 NA NA
1709676000.0 12450.506 NA 321 184 0 NA NA 882 856 0 NA NA 2182 342 200 NA NA 749 552 291 NA
1709676000.0 12450.507 NA 322 192 0 NA NA 895 874 0 NA NA 2167 341 207 NA NA 761 813 307 NA
1709676000.0 12450.508 NA 320 134 NA NA NA 895 810 NA NA NA 2168 173 NA NA NA 762 269 NA NA
1709676000.0 12461.402 NA 316 176 0 NA NA 890 748 0 NA NA 2152 315 175 NA NA 766 383 264 NA
1709676000.0 12461.502 NA 315 167 0 NA NA 892 742 0 NA NA 2159 348 177 NA NA 832 717 270 NA
1709676000.0 12634.402 NA 661 253 0 NA NA 1342 954 0 NA NA 4627 512 222 NA NA 1774 1012 326 NA
1709676000.0 12634.403 NA 626 245 0 NA NA 1370 996 0 NA NA 4700 583 220 NA NA 1834 1276 321 NA
1709676000.0 12634.404 NA 666 139 NA NA NA 1459 822 NA NA NA 4823 175 NA NA NA 1871 260 NA NA
1709676000.0 12634.412 NA 609 458 0 NA NA 1368 1126 0 NA NA 4897 942 143 NA NA 1838 983 195 NA
1709676000.0 12650.402 NA 663 249 0 NA NA 1374 967 0 NA NA 4869 507 210 NA NA 1994 488 292 NA
1709676000.0 12650.403 NA 621 255 0 NA NA 1343 989 0 NA NA 4614 530 196 NA NA 1733 775 235 NA
1709676000.0 12650.404 NA 669 137 NA NA NA 1390 823 NA NA NA 4853 186 NA NA NA 1835 287 NA NA
1709676000.0 12661.402 NA 633 232 0 NA NA 1369 959 0 NA NA 4616 494 217 NA NA 1828 714 317 NA
1709676000.0 141.008506 NA 447 211 0 NA NA 1267 902 0 NA NA 2388 750 154 NA NA 1125 1240 249 NA
1709676000.0 141.008507 NA 447 226 0 NA NA 1256 930 0 NA NA 2379 1015 163 NA NA 1071 608 253 NA
1709676000.0 141.008508 NA 444 168 NA NA NA 1281 854 NA NA NA 2378 265 NA NA NA 1043 359 NA NA
1709676000.0 141.008512 NA 450 182 0 NA NA 1245 748 0 NA NA 2413 483 163 NA NA 1219 881 257 NA
1709676000.0 141.008513 NA 444 180 0 NA NA 1262 753 0 NA NA 2405 547 165 NA NA 1083 875 253 NA
1709676000.0 141.008514 NA 444 154 NA NA NA 1252 710 NA NA NA 2368 261 NA NA NA 1072 366 NA NA
1709676000.0 141.008522 NA 449 187 0 NA NA 1297 737 0 NA NA 2364 498 155 NA NA 1136 880 235 NA
1709676000.0 141.008523 NA 444 189 0 NA NA 1266 738 0 NA NA 2427 565 165 NA NA 1101 903 260 NA
1709676000.0 141.008524 NA 445 150 NA NA NA 1257 690 NA NA NA 2357 263 NA NA NA 1077 374 NA NA
1709676000.0 141.008583 NA 244 0 NA NA NA 968 0 NA NA NA 1106 202 NA NA NA 652 297 NA NA
1709676000.0 160.03502 139 215 96 454 186 214 306 158 1322 258 939 288 263 976 354 1133 380 893 1783 506
1709676000.0 24861.502 NA 589 288 0 NA NA 1244 1106 0 NA NA 1488 761 165 NA NA 1677 1680 252 NA
