Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709848800.0 12434.402 NA 324 180 0 NA NA 908 867 0 NA NA 2185 351 205 NA NA 762 832 304 NA
1709848800.0 12434.403 NA 325 185 0 NA NA 897 885 0 NA NA 2195 340 202 NA NA 787 903 314 NA
1709848800.0 12434.404 NA 325 133 NA NA NA 901 819 NA NA NA 2150 150 NA NA NA 725 185 NA NA
1709848800.0 12434.412 NA 330 154 0 NA NA 908 746 0 NA NA 2191 350 145 NA NA 758 576 194 NA
1709848800.0 12434.502 NA 322 181 0 NA NA 910 856 0 NA NA 2188 339 195 NA NA 766 864 274 NA
1709848800.0 12434.503 NA 322 193 0 NA NA 895 875 0 NA NA 2194 361 206 NA NA 802 834 293 NA
1709848800.0 12434.504 NA 326 128 NA NA NA 900 805 NA NA NA 2165 146 NA NA NA 735 308 NA NA
1709848800.0 12434.506 NA 318 176 0 NA NA 896 845 0 NA NA 2175 355 197 NA NA 786 932 387 NA
1709848800.0 12434.507 NA 326 189 0 NA NA 896 882 0 NA NA 2186 351 220 NA NA 786 824 321 NA
1709848800.0 12434.508 NA 321 131 NA NA NA 891 800 NA NA NA 2161 146 NA NA NA 731 219 NA NA
1709848800.0 12434.512 NA 324 149 0 NA NA 891 713 0 NA NA 2182 343 160 NA NA 752 499 250 NA
1709848800.0 12434.513 NA 323 152 0 NA NA 895 721 0 NA NA 2183 311 167 NA NA 775 378 259 NA
1709848800.0 12434.514 NA 326 116 NA NA NA 919 673 NA NA NA 2146 133 NA NA NA 737 173 NA NA
1709848800.0 12434.522 NA 323 147 0 NA NA 888 694 0 NA NA 2186 345 166 NA NA 773 463 256 NA
1709848800.0 12434.523 NA 321 149 0 NA NA 896 697 0 NA NA 2185 309 169 NA NA 769 767 266 NA
