Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709762400.0 12434.402 NA 325 183 0 NA NA 901 865 0 NA NA 2189 359 203 NA NA 781 843 295 NA
1709762400.0 12434.403 NA 323 190 0 NA NA 895 892 0 NA NA 2190 354 207 NA NA 763 868 312 NA
1709762400.0 12434.404 NA 331 137 NA NA NA 910 818 NA NA NA 2185 161 NA NA NA 751 202 NA NA
1709762400.0 12434.412 NA 325 159 0 NA NA 905 751 0 NA NA 2197 342 147 NA NA 776 485 200 NA
1709762400.0 12434.502 NA 329 179 0 NA NA 904 858 0 NA NA 2190 372 200 NA NA 756 793 288 NA
1709762400.0 12434.503 NA 329 190 0 NA NA 902 876 0 NA NA 2191 374 211 NA NA 755 878 307 NA
1709762400.0 12434.504 NA 328 133 NA NA NA 901 808 NA NA NA 2174 156 NA NA NA 723 410 NA NA
1709762400.0 12434.506 NA 328 183 0 NA NA 918 854 0 NA NA 2181 353 218 NA NA 749 878 416 NA
1709762400.0 12434.507 NA 327 192 0 NA NA 897 871 0 NA NA 2193 356 216 NA NA 773 823 318 NA
1709762400.0 12434.508 NA 330 136 NA NA NA 903 807 NA NA NA 2184 181 NA NA NA 766 271 NA NA
1709762400.0 12434.512 NA 322 152 0 NA NA 898 723 0 NA NA 2182 344 165 NA NA 768 625 256 NA
1709762400.0 12434.513 NA 323 156 0 NA NA 902 724 0 NA NA 2192 343 160 NA NA 766 893 250 NA
1709762400.0 12434.514 NA 328 122 NA NA NA 897 680 NA NA NA 2189 142 NA NA NA 769 189 NA NA
1709762400.0 12434.522 NA 332 150 0 NA NA 907 692 0 NA NA 2186 344 167 NA NA 754 452 263 NA
1709762400.0 12434.523 NA 326 151 0 NA NA 906 700 0 NA NA 2190 316 170 NA NA 768 810 275 NA
1709762400.0 12434.524 NA 330 115 NA NA NA 908 653 NA NA NA 2182 144 NA NA NA 756 254 NA NA
