Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1710025200.0 11723.17 NA 419 653 0 NA NA NA NA 562 910 0 NA NA NA NA 1237 2962 579 NA NA NA NA 1047 3389 696 NA NA NA
1710025200.0 119.0 158 166 357 NA NA NA NA 260 234 482 NA NA NA NA 1130 316 1256 NA NA NA NA 865 792 1524 NA NA NA NA
1710025200.0 120.0 117 165 329 NA NA NA NA 207 236 474 NA NA NA NA 542 328 1309 NA NA NA NA 974 790 1891 NA NA NA NA
1710025200.0 122.0 117 0 0 NA NA NA NA 193 0 0 NA NA NA NA 526 137 1152 NA NA NA NA 829 582 1896 NA NA NA NA
1710025200.0 126.0 126 162 349 NA NA NA NA 214 228 470 NA NA NA NA 1013 328 1295 NA NA NA NA 864 777 1649 NA NA NA NA
1710025200.0 127.0 125 161 349 NA NA NA NA 207 230 472 NA NA NA NA 787 321 1297 NA NA NA NA 780 575 1760 NA NA NA NA
1710025200.0 128.0 121 161 330 NA NA NA NA 195 227 477 NA NA NA NA 541 322 1299 NA NA NA NA 1219 760 1938 NA NA NA NA
1710025200.0 129.0 117 162 333 NA NA NA NA 197 231 474 NA NA NA NA 530 320 1291 NA NA NA NA 699 439 1929 NA NA NA NA
1710025200.0 13.0 NA 174 367 0 NA NA NA NA 242 493 0 NA NA NA NA 285 1610 373 NA NA NA NA 581 1784 638 NA NA NA
1710025200.0 130.0 119 163 345 NA NA NA NA 198 226 480 NA NA NA NA 527 306 1187 NA NA NA NA 1023 648 1408 NA NA NA NA
1710025200.0 1309.0 NA 218 413 0 NA NA NA NA 408 547 0 NA NA NA NA 659 1392 356 NA NA NA NA 630 1728 441 NA NA NA
1710025200.0 131.0 126 164 352 NA NA NA NA 210 236 467 NA NA NA NA 807 311 1225 NA NA NA NA 848 767 1571 NA NA NA NA
1710025200.0 1311.0 NA 210 421 0 121 NA NA NA 402 558 0 179 NA NA NA 676 1154 383 256 NA NA NA 759 2171 528 500 NA NA
1710025200.0 1313.0 NA 221 421 0 NA NA NA NA 411 555 0 NA NA NA NA 618 1581 358 NA NA NA NA 795 2040 434 NA NA NA
1710025200.0 1315.0 NA 208 396 0 NA NA NA NA 390 541 0 NA NA NA NA 656 1244 338 NA NA NA NA 697 1990 502 NA NA NA
1710025200.0 1317.0 NA 224 387 0 144 NA NA NA 389 516 0 221 NA NA NA 1002 1365 342 324 NA NA NA 960 1763 416 391 NA NA
1710025200.0 1318.0 NA 207 394 0 141 NA NA NA 391 528 0 217 NA NA NA 635 1273 343 314 NA NA NA 815 2185 624 478 NA NA
1710025200.0 132.0 154 171 364 NA NA NA NA 267 238 506 NA NA NA NA 1789 337 1326 NA NA NA NA 1234 508 1500 NA NA NA NA
1710025200.0 1320.0 NA 211 394 0 139 NA NA NA 401 529 0 220 NA NA NA 636 1256 343 302 NA NA NA 730 1785 607 457 NA NA
1710025200.0 1322.0 NA 211 398 0 141 NA NA NA 395 530 0 218 NA NA NA 687 1328 340 311 NA NA NA 803 2323 497 640 NA NA
1710025200.0 1324.0 NA 221 402 0 NA NA NA NA 409 557 0 NA NA NA NA 751 1505 419 NA NA NA NA 533 2003 838 NA NA NA
1710025200.0 1325.2 NA 218 407 0 NA NA NA NA 404 535 0 NA NA NA NA 669 1403 350 NA NA NA NA 739 1971 458 NA NA NA
1710025200.0 1325.4 NA 215 402 0 NA NA NA NA 401 574 0 NA NA NA NA 747 1503 351 NA NA NA NA 916 1669 394 NA NA NA
1710025200.0 1325.9 NA 247 409 0 126 NA NA NA 429 567 0 184 NA NA NA 767 1430 362 272 NA NA NA 743 2069 565 681 NA NA
1710025200.0 1325.91 NA 247 412 0 125 NA NA NA 440 551 0 181 NA NA NA 716 1421 366 262 NA NA NA 723 2107 639 426 NA NA
1710025200.0 1326.0 NA 214 391 0 NA NA NA NA 402 550 0 NA NA NA NA 754 1428 372 NA NA NA NA 863 2168 463 NA NA NA
1710025200.0 1329.0 NA 210 403 0 145 NA NA NA 399 562 0 217 NA NA NA 1173 1402 366 339 NA NA NA 1237 2131 461 497 NA NA
1710025200.0 1330.0 NA 218 429 0 143 NA NA NA 411 576 0 218 NA NA NA 933 1386 367 326 NA NA NA 874 1932 564 491 NA NA
1710025200.0 1331.0 NA 212 405 0 145 NA NA NA 401 547 0 216 NA NA NA 649 1302 353 330 NA NA NA 951 1753 527 478 NA NA
1710025200.0 1332.0 NA 216 412 0 NA NA NA NA 400 550 0 NA NA NA NA 652 1331 358 NA NA NA NA 819 1624 525 NA NA NA
1710025200.0 1334.0 NA 210 406 0 NA NA NA NA 404 534 0 NA NA NA NA 1167 1461 412 NA NA NA NA 771 1968 741 NA NA NA
1710025200.0 1336.0 NA 218 416 0 NA NA NA NA 412 566 0 NA NA NA NA 678 1992 352 NA NA NA NA 828 1891 403 NA NA NA
1710025200.0 1338.0 NA 218 413 0 146 NA NA NA 408 549 0 227 NA NA NA 664 1420 359 329 NA NA NA 548 2049 504 536 NA NA
1710025200.0 1339.0 NA 220 409 0 NA NA NA NA 410 571 0 NA NA NA NA 746 1718 382 NA NA NA NA 720 1733 630 NA NA NA
1710025200.0 134.71 NA 87 400 0 NA NA NA NA 151 564 0 NA NA NA NA 168 3045 308 NA NA NA NA 767 2945 455 NA NA NA
1710025200.0 134.801 NA 89 404 0 NA NA NA NA 157 557 0 NA NA NA NA 187 3159 304 NA NA NA NA 374 2578 399 NA NA NA
1710025200.0 134.812 NA 88 402 0 NA NA NA NA 149 534 0 NA NA NA NA 193 3076 311 NA NA NA NA 448 2769 462 NA NA NA
1710025200.0 134.901 NA 90 397 0 NA NA NA NA 149 562 0 NA NA NA NA 164 3197 309 NA NA NA NA 335 2385 590 NA NA NA
1710025200.0 134.91 NA 91 396 0 NA NA NA NA 155 547 0 NA NA NA NA 183 3515 309 NA NA NA NA 296 2621 382 NA NA NA
1710025200.0 134.912 NA 90 400 0 NA NA NA NA 155 559 0 NA NA NA NA 164 2970 307 NA NA NA NA 222 2548 376 NA NA NA
1710025200.0 134.99602 NA 91 393 0 NA NA NA NA 155 561 0 NA NA NA NA 182 3581 333 NA NA NA NA 262 2433 633 NA NA NA
1710025200.0 1340.0 NA 210 391 0 NA NA NA NA 396 534 0 NA NA NA NA 646 1271 351 NA NA NA NA 767 1855 482 NA NA NA
1710025200.0 1343.0 NA 215 412 0 NA NA NA NA 403 541 0 NA NA NA NA 723 1402 354 NA NA NA NA 802 1759 412 NA NA NA
1710025200.0 1345.0 NA 218 403 0 NA NA NA NA 412 566 0 NA NA NA NA 661 1376 349 NA NA NA NA 774 1621 400 NA NA NA
1710025200.0 1349.0 NA 215 404 0 NA NA NA NA 408 549 0 NA NA NA NA 664 1322 358 NA NA NA NA 787 2038 514 NA NA NA
1710025200.0 135.12 601 0 181 NA NA NA NA 866 0 258 NA NA NA NA 896 250 571 NA NA NA NA 1830 515 1188 NA NA NA NA
1710025200.0 1350.0 NA 206 401 0 NA NA NA NA 402 552 0 NA NA NA NA 1087 1403 354 NA NA NA NA 912 1950 403 NA NA NA
1710025200.0 1351.0 NA 216 404 0 NA NA NA NA 401 531 0 NA NA NA NA 656 1289 364 NA NA NA NA 631 1525 670 NA NA NA
1710025200.0 1353.0 NA 216 405 0 NA NA NA NA 413 545 0 NA NA NA NA 827 1389 361 NA NA NA NA 970 2160 586 NA NA NA
1710025200.0 1354.0 NA 215 412 0 NA NA NA NA 405 555 0 NA NA NA NA 649 1392 343 NA NA NA NA 743 1808 398 NA NA NA
1710025200.0 136.758 NA 148 450 0 NA NA NA NA 222 659 0 NA NA NA NA 523 10007 312 NA NA NA NA 701 4055 371 NA NA NA
1710025200.0 136.791 NA 173 532 0 NA NA NA NA 242 762 0 NA NA NA NA 391 2093 308 NA NA NA NA 972 1992 449 NA NA NA
1710025200.0 136.798 NA 171 626 0 NA NA NA NA 240 922 0 NA NA NA NA 442 8651 292 NA NA NA NA 560 3272 368 NA NA NA
1710025200.0 136.803 NA 174 546 0 NA NA NA NA 241 767 0 NA NA NA NA 376 2107 305 NA NA NA NA 688 2175 497 NA NA NA
1710025200.0 136.815 NA 176 523 0 NA NA NA NA 243 854 0 NA NA NA NA 354 2147 299 NA NA NA NA 626 2072 397 NA NA NA
1710025200.0 136.824 NA 169 554 0 NA NA NA NA 242 953 0 NA NA NA NA 474 14554 311 NA NA NA NA 446 5157 542 NA NA NA
1710025200.0 136.827 NA 173 523 0 NA NA NA NA 243 874 0 NA NA NA NA 367 2282 313 NA NA NA NA 624 2495 724 NA NA NA
1710025200.0 136.839 NA 178 508 0 NA NA NA NA 252 791 0 NA NA NA NA 372 2622 336 NA NA NA NA 591 2559 779 NA NA NA
1710025200.0 136.858 NA 173 498 0 NA NA NA NA 247 856 0 NA NA NA NA 359 2257 302 NA NA NA NA 505 2500 383 NA NA NA
1710025200.0 136.859 NA 170 533 0 NA NA NA NA 238 975 0 NA NA NA NA 432 10668 252 NA NA NA NA 701 3973 416 NA NA NA
1710025200.0 136.87 NA 177 521 0 NA NA NA NA 256 778 0 NA NA NA NA 425 2404 316 NA NA NA NA 751 2560 565 NA NA NA
1710025200.0 136.878 NA 171 520 0 NA NA NA NA 249 860 0 NA NA NA NA 491 10757 251 NA NA NA NA 701 3881 387 NA NA NA
1710025200.0 136.879 NA 170 728 0 NA NA NA NA 236 1065 0 NA NA NA NA 479 10291 314 NA NA NA NA 701 3778 494 NA NA NA
1710025200.0 136.882 NA 175 563 0 NA NA NA NA 247 880 0 NA NA NA NA 399 2876 310 NA NA NA NA 645 2506 385 NA NA NA
1710025200.0 1364.0 NA 215 404 0 NA NA NA NA 405 537 0 NA NA NA NA 649 1294 357 NA NA NA NA 738 1683 466 NA NA NA
1710025200.0 139.001 NA 350 555 0 NA NA NA NA 459 914 0 NA NA NA NA 983 2690 359 NA NA NA NA 1422 2968 439 NA NA NA
1710025200.0 139.003 NA 353 423 0 NA NA NA NA 464 601 0 NA NA NA NA 891 2669 219 NA NA NA NA 1403 2614 400 NA NA NA
1710025200.0 139.004 NA 341 525 0 NA NA NA NA 474 776 0 NA NA NA NA 1238 2287 325 NA NA NA NA 1321 1978 406 NA NA NA
1710025200.0 139901.0 NA 219 402 0 NA NA NA NA 409 552 0 NA NA NA NA 662 1319 351 NA NA NA NA 757 1973 404 NA NA NA
1710025200.0 140.0 145 165 259 0 NA NA NA 224 240 375 0 NA NA NA 1803 244 685 227 NA NA NA 2401 578 972 385 NA NA NA
1710025200.0 140.005 NA 337 603 0 NA NA NA NA 465 972 0 NA NA NA NA 1042 3056 247 NA NA NA NA 1560 2904 310 NA NA NA
1710025200.0 144.6 NA 364 NA NA NA NA NA NA 490 NA NA NA NA NA NA 2339 NA NA NA NA NA NA 3223 NA NA NA NA NA
1710025200.0 145.0 143 166 259 0 NA NA NA 220 238 377 0 NA NA NA 1671 247 679 225 NA NA NA 2302 741 937 283 NA NA NA
1710025200.0 158.2 NA 209 541 0 NA NA NA NA 357 777 0 NA NA NA NA 619 1486 424 NA NA NA NA 854 2032 528 NA NA NA
1710025200.0 158.3 NA 211 539 0 NA NA NA NA 363 795 0 NA NA NA NA 455 1503 431 NA NA NA NA 601 1871 521 NA NA NA
1710025200.0 159.1 142 203 485 0 NA NA NA 212 302 684 0 NA NA NA 1107 345 1308 407 NA NA NA 1252 632 1855 533 NA NA NA
1710025200.0 159.2 143 205 489 0 NA NA NA 214 294 689 0 NA NA NA 1167 349 1223 400 NA NA NA 1256 564 1744 509 NA NA NA
1710025200.0 159.3 141 203 489 0 NA NA NA 210 291 697 0 NA NA NA 1015 347 1197 412 NA NA NA 1175 740 1790 706 NA NA NA
1710025200.0 159.4 142 202 496 0 NA NA NA 211 302 679 0 NA NA NA 1097 341 1224 408 NA NA NA 1227 394 1895 531 NA NA NA
1710025200.0 200.0 NA 235 434 0 NA NA NA NA 331 555 0 NA NA NA NA 565 1726 361 NA NA NA NA 924 2539 413 NA NA NA
1710025200.0 2018.6 980 0 189 NA NA NA NA 1444 0 265 NA NA NA NA 1273 274 553 NA NA NA NA 1612 453 809 NA NA NA NA
1710025200.0 203.0 NA 243 460 0 NA NA NA NA 350 615 0 NA NA NA NA 653 1869 374 NA NA NA NA 1333 2155 456 NA NA NA
1710025200.0 205.0 NA 240 451 0 NA NA NA NA 336 601 0 NA NA NA NA 659 1842 371 NA NA NA NA 898 2290 490 NA NA NA
1710025200.0 20834.21 NA 368 273 233 NA NA NA NA 538 433 324 NA NA NA NA 1720 1458 1236 NA NA NA NA 1925 1561 1214 NA NA NA
1710025200.0 20834.5 NA 472 181 0 NA NA NA NA 611 265 0 NA NA NA NA 1720 1078 189 NA NA NA NA 1727 1138 286 NA NA NA
1710025200.0 20834.501 NA 462 177 0 NA NA NA NA 579 273 0 NA NA NA NA 1903 1167 209 NA NA NA NA 1659 1621 414 NA NA NA
1710025200.0 21061.97 961 NA NA NA NA NA NA 1419 NA NA NA NA NA NA 7382 NA NA NA NA NA NA 4319 NA NA NA NA NA NA
1710025200.0 2500.31 NA 220 0 NA NA NA NA NA 327 0 NA NA NA NA NA 10998 147 NA NA NA NA NA 4827 208 NA NA NA NA
1710025200.0 2500.312 NA 265 0 NA NA NA NA NA 481 0 NA NA NA NA NA 11579 164 NA NA NA NA NA 4875 587 NA NA NA NA
1710025200.0 2500.4 NA 213 0 NA NA NA NA NA 328 0 NA NA NA NA NA 10478 150 NA NA NA NA NA 4711 242 NA NA NA NA
1710025200.0 2500.401 NA 192 0 NA NA NA NA NA 305 0 NA NA NA NA NA 10350 151 NA NA NA NA NA 4697 227 NA NA NA NA
1710025200.0 2500.5 NA 178 0 NA NA NA NA NA 274 0 NA NA NA NA NA 6163 153 NA NA NA NA NA 3983 250 NA NA NA NA
1710025200.0 2500.501 NA 178 0 NA NA NA NA NA 280 0 NA NA NA NA NA 6117 151 NA NA NA NA NA 4144 230 NA NA NA NA
1710025200.0 2500.51 NA 213 0 NA NA NA NA NA 354 0 NA NA NA NA NA 3913 154 NA NA NA NA NA 3785 327 NA NA NA NA
1710025200.0 2500.511 NA 205 0 NA NA NA NA NA 350 0 NA NA NA NA NA 4432 161 NA NA NA NA NA 4357 339 NA NA NA NA
1710025200.0 2500.6 NA 184 0 NA NA NA NA NA 312 0 NA NA NA NA NA 7378 140 NA NA NA NA NA 3156 229 NA NA NA NA
1710025200.0 250202.17 NA 503 640 0 NA NA NA NA 705 893 0 NA NA NA NA 8967 2740 451 NA NA NA NA 3384 2557 515 NA NA NA
1710025200.0 250202.172 NA 504 647 0 NA NA NA NA 697 910 0 NA NA NA NA 9184 2694 482 NA NA NA NA 3713 2485 706 NA NA NA
1710025200.0 250206.0 NA 419 480 0 NA NA NA NA 602 639 0 NA NA NA NA 5585 2163 364 NA NA NA NA 2593 2386 425 NA NA NA
1710025200.0 250400.18 1044 0 198 NA NA NA NA 1500 0 273 NA NA NA NA 1303 258 568 NA NA NA NA 1315 343 705 NA NA NA NA
1710025200.0 250402.18 1058 0 201 NA NA NA NA 1423 0 281 NA NA NA NA 1330 254 571 NA NA NA NA 1401 407 868 NA NA NA NA
1710025200.0 250403.18 1039 0 197 NA NA NA NA 1493 0 267 NA NA NA NA 1455 252 555 NA NA NA NA 2197 314 547 NA NA NA NA
1710025200.0 250405.0 628 0 194 NA NA NA NA 869 0 268 NA NA NA NA 1041 217 550 NA NA NA NA 1649 259 654 NA NA NA NA
1710025200.0 250405.17 1042 0 194 NA NA NA NA 1468 0 276 NA NA NA NA 1375 259 573 NA NA NA NA 1874 356 801 NA NA NA NA
1710025200.0 250406.17 1048 0 185 NA NA NA NA 1474 0 261 NA NA NA NA 1231 261 532 NA NA NA NA 1746 370 681 NA NA NA NA
1710025200.0 250408.17 1088 0 199 NA NA NA NA 1431 0 266 NA NA NA NA 1354 259 566 NA NA NA NA 1669 398 851 NA NA NA NA
1710025200.0 250409.0 635 0 199 NA NA NA NA 919 0 279 NA NA NA NA 1294 258 627 NA NA NA NA 1590 512 752 NA NA NA NA
1710025200.0 250409.17 1077 0 205 NA NA NA NA 1498 0 284 NA NA NA NA 1488 264 629 NA NA NA NA 1827 430 851 NA NA NA NA
1710025200.0 25202.1 NA 423 648 0 NA NA NA NA 628 855 0 NA NA NA NA 2515 2459 368 NA NA NA NA 1349 2971 458 NA NA NA
1710025200.0 25202.15 NA 420 655 0 180 NA NA NA 616 890 0 261 NA NA NA 1964 2624 374 425 NA NA NA 2009 2500 531 553 NA NA
1710025200.0 25202.2 NA 410 629 0 NA NA NA NA 615 839 0 NA NA NA NA 2424 2435 377 NA NA NA NA 1423 1983 700 NA NA NA
1710025200.0 25204.0 NA 407 609 0 NA NA NA NA 627 844 0 NA NA NA NA 1949 2654 430 NA NA NA NA 1045 2254 775 NA NA NA
1710025200.0 25207.0 NA 407 638 0 NA NA NA NA 605 799 0 NA NA NA NA 1875 2377 368 NA NA NA NA 1508 2407 677 NA NA NA
1710025200.0 25208.0 NA 420 655 0 NA NA NA NA 617 914 0 NA NA NA NA 2002 3437 378 NA NA NA NA 1525 2957 512 NA NA NA
1710025200.0 25214.0 NA 403 632 0 NA NA NA NA 602 879 0 NA NA NA NA 2038 2884 413 NA NA NA NA 1013 2518 601 NA NA NA
1710025200.0 25400.0 713 0 194 NA NA NA NA 944 0 272 NA NA NA NA 2359 233 540 NA NA NA NA 1961 344 950 NA NA NA NA
1710025200.0 25406.0 702 0 191 NA NA NA NA 941 0 265 NA NA NA NA 1726 228 518 NA NA NA NA 1275 266 628 NA NA NA NA
1710025200.0 25406.17 1182 0 193 NA NA NA NA 1558 0 270 NA NA NA NA 2427 261 517 NA NA NA NA 2487 464 880 NA NA NA NA
1710025200.0 25406.18 1153 0 191 NA NA NA NA 1567 0 259 NA NA NA NA 2727 266 518 NA NA NA NA 2611 539 707 NA NA NA NA
1710025200.0 25409.17 1181 0 201 NA NA NA NA 1613 0 268 NA NA NA NA 4711 286 573 NA NA NA NA 2158 473 611 NA NA NA NA
1710025200.0 27.0 NA 201 385 0 NA NA NA NA 270 522 0 NA NA NA NA 1249 2039 383 NA NA NA NA 822 2348 448 NA NA NA
1710025200.0 301.0 130 228 556 0 NA NA NA 223 383 837 0 NA NA NA 755 668 1515 430 NA NA NA 1264 1039 1540 668 NA NA NA
1710025200.0 302.0 129 245 563 0 NA NA NA 221 389 822 0 NA NA NA 668 571 1791 425 NA NA NA 1203 984 2932 497 NA NA NA
1710025200.0 310.0 146 231 529 0 NA NA NA 231 331 734 0 NA NA NA 1039 403 1325 406 NA NA NA 1629 850 2018 489 NA NA NA
1710025200.0 311.0 146 231 531 0 NA NA NA 228 331 744 0 NA NA NA 1141 407 1319 416 NA NA NA 1584 883 1919 524 NA NA NA
1710025200.0 312.0 142 242 530 0 NA NA NA 233 356 758 0 NA NA NA 1130 446 1395 453 NA NA NA 1381 708 2025 764 NA NA NA
1710025200.0 4.17 NA 91 371 0 247 NA NA NA 146 520 0 311 NA NA NA 157 2274 303 693 NA NA NA 371 2021 567 930 NA NA
1710025200.0 4.23 NA 121 380 0 NA NA NA NA 182 504 0 NA NA NA NA 219 2262 381 NA NA NA NA 575 2288 487 NA NA NA
1710025200.0 4.24 NA 115 373 0 NA NA NA NA 174 488 0 NA NA NA NA 207 2402 310 NA NA NA NA 434 2630 474 NA NA NA
1710025200.0 4.25 NA 113 372 0 NA NA NA NA 174 502 0 NA NA NA NA 227 2371 326 NA NA NA NA 428 2518 482 NA NA NA
1710025200.0 4.26 NA 114 380 0 NA NA NA NA 167 485 0 NA NA NA NA 213 2732 346 NA NA NA NA 559 2430 522 NA NA NA
1710025200.0 4.27 NA 114 377 0 NA NA NA NA 175 491 0 NA NA NA NA 244 2885 404 NA NA NA NA 461 2625 476 NA NA NA
1710025200.0 4.28 NA 120 365 0 NA NA NA NA 181 492 0 NA NA NA NA 207 2725 1414 NA NA NA NA 475 3433 1681 NA NA NA
1710025200.0 4.29 NA 95 377 0 246 NA NA NA 150 499 0 339 NA NA NA 156 2465 295 717 NA NA NA 444 2040 453 974 NA NA
1710025200.0 4.34 NA 117 385 0 NA NA NA NA 183 505 0 NA NA NA NA 251 2589 379 NA NA NA NA 641 2629 432 NA NA NA
1710025200.0 4.36 NA 116 381 0 NA NA NA NA 179 501 0 NA NA NA NA 229 2737 302 NA NA NA NA 534 2389 405 NA NA NA
1710025200.0 4.37 NA 116 385 0 NA NA NA NA 173 527 0 NA NA NA NA 214 3149 328 NA NA NA NA 358 2758 424 NA NA NA
1710025200.0 4.4 NA 87 448 0 NA NA NA NA 152 700 0 NA NA NA NA 164 2904 307 NA NA NA NA 759 2468 523 NA NA NA
1710025200.0 4.43 NA 89 437 0 NA NA NA NA 158 692 0 NA NA NA NA 165 3066 314 NA NA NA NA 373 2446 384 NA NA NA
1710025200.0 4.44 NA 89 448 0 NA NA NA NA 150 691 0 NA NA NA NA 158 3487 312 NA NA NA NA 346 2676 447 NA NA NA
1710025200.0 4.58 NA 88 453 0 NA NA NA NA 150 693 0 NA NA NA NA 191 3479 304 NA NA NA NA 481 2771 465 NA NA NA
1710025200.0 4.6 NA 372 0 NA NA NA NA NA 490 0 NA NA NA NA NA 2310 408 NA NA NA NA NA 2597 613 NA NA NA NA
1710025200.0 4001.0 NA 234 436 NA NA NA NA NA 329 620 NA NA NA NA NA 687 2094 NA NA NA NA NA 1266 2512 NA NA NA NA
1710025200.0 4006.0 118 225 425 NA NA NA NA 217 337 576 NA NA NA NA 742 567 1600 NA NA NA NA 1109 952 1687 NA NA NA NA
1710025200.0 4007.0 115 0 0 NA NA NA NA 195 0 0 NA NA NA NA 519 132 1149 NA NA NA NA 571 526 1845 NA NA NA NA
1710025200.0 4008.0 116 0 0 NA NA NA NA 195 0 0 NA NA NA NA 525 128 1161 NA NA NA NA 542 349 2158 NA NA NA NA
1710025200.0 50202.0 NA 289 523 0 NA NA NA NA 417 728 0 NA NA NA NA 1053 2497 402 NA NA NA NA 1320 2438 500 NA NA NA
1710025200.0 50203.0 NA 304 539 0 NA NA NA NA 423 724 0 NA NA NA NA 1017 2277 379 NA NA NA NA 1295 2841 440 NA NA NA
1710025200.0 50204.0 NA 286 510 0 NA NA NA NA 416 720 0 NA NA NA NA 959 2350 380 NA NA NA NA 1202 2528 433 NA NA NA
1710025200.0 50205.0 NA 284 493 0 NA NA NA NA 407 691 0 NA NA NA NA 951 2119 385 NA NA NA NA 1188 2368 529 NA NA NA
1710025200.0 50206.0 NA 301 524 0 NA NA NA NA 426 683 0 NA NA NA NA 988 2334 382 NA NA NA NA 917 2494 442 NA NA NA
1710025200.0 50207.0 NA 291 509 0 NA NA NA NA 428 716 0 NA NA NA NA 998 2044 369 NA NA NA NA 1325 2258 445 NA NA NA
1710025200.0 50208.0 NA 299 549 0 NA NA NA NA 414 685 0 NA NA NA NA 983 2921 403 NA NA NA NA 1156 3034 637 NA NA NA
1710025200.0 523.0 60 91 0 NA NA NA NA 100 143 0 NA NA NA NA 2342 237 166 NA NA NA NA 2471 508 407 NA NA NA NA
