Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1709848800.0 10824.502 293 169 0 838 832 0 1612 555 198 1198 1279 633
1709848800.0 10824.503 284 177 0 855 855 0 1589 527 222 1240 1225 339
1709848800.0 10824.504 290 115 NA 841 783 NA 1573 347 NA 1043 1024 NA
1709848800.0 10824.506 290 168 0 844 834 0 1589 569 217 1157 1398 327
1709848800.0 10824.507 297 174 0 859 852 0 1610 561 234 1132 1276 367
1709848800.0 10824.508 293 115 NA 862 780 NA 1604 319 NA 1120 661 NA
1709848800.0 10824.512 296 137 0 848 705 0 1562 321 157 939 761 232
1709848800.0 10824.513 290 144 0 844 706 0 1595 375 166 1151 872 545
1709848800.0 10824.514 297 107 NA 863 662 NA 1535 165 NA 799 274 NA
1709848800.0 10824.522 297 137 0 860 672 0 1560 336 167 902 897 250
1709848800.0 10824.523 293 138 0 855 671 0 1619 332 173 1118 848 793
1709848800.0 10824.524 265 104 NA 845 631 NA 1588 167 NA 1144 597 NA
1709848800.0 10824.582 285 215 0 852 904 0 1609 625 224 1198 1318 299
1709848800.0 10824.583 292 227 0 861 911 0 1598 657 256 1127 1404 386
1709848800.0 10824.586 293 217 0 851 905 0 1622 644 225 1191 1408 297
1709848800.0 10824.587 276 226 0 844 919 0 1596 661 238 1163 1357 401
1709848800.0 10824.592 264 538 0 845 1268 0 1609 1922 421 1129 3238 577
1709848800.0 10824.593 284 505 0 856 1300 0 1600 1883 407 1167 2855 860
1709848800.0 10824.596 289 538 0 853 1263 0 1613 1917 422 1094 3304 573
1709848800.0 10824.597 284 510 0 856 1266 0 1578 1916 436 1083 3111 592
1709848800.0 10842.502 285 167 0 837 829 0 1561 500 202 987 1185 299
1709848800.0 10842.503 287 175 0 848 855 0 1602 566 194 1195 1317 598
1709848800.0 10842.504 289 115 NA 850 783 NA 1589 306 NA 1096 813 NA
1709848800.0 10842.506 293 168 0 847 830 0 1587 541 203 1103 1340 308
1709848800.0 10842.507 293 177 0 851 845 0 1591 555 215 1116 1297 325
1709848800.0 10842.508 288 116 NA 836 781 NA 1543 306 NA 892 537 NA
1709848800.0 11634.502 273 174 0 821 846 0 403 371 221 363 450 368
1709848800.0 11634.503 275 183 0 837 859 0 424 423 215 473 898 321
1709848800.0 11634.504 272 118 NA 826 796 NA 413 173 NA 352 249 NA
1709848800.0 11634.506 270 172 0 829 841 0 395 391 205 428 913 632
1709848800.0 11634.507 273 184 0 819 857 0 408 427 210 344 1057 277
1709848800.0 11634.508 270 119 NA 827 790 NA 400 195 NA 393 323 NA
1709848800.0 11634.512 274 142 0 829 704 0 414 351 157 430 547 223
1709848800.0 11634.513 271 145 0 834 711 0 424 339 181 745 846 301
1709848800.0 11634.514 273 108 NA 829 662 NA 415 152 NA 418 218 NA
1709848800.0 11634.522 272 138 0 843 679 0 416 354 185 708 840 304
1709848800.0 11634.523 240 139 0 834 679 0 426 313 160 435 452 234
1709848800.0 11634.524 272 103 NA 827 630 NA 403 155 NA 340 222 NA
1709848800.0 11634.582 234 223 0 832 907 0 416 497 249 864 953 755
1709848800.0 11634.583 272 232 0 830 922 0 416 512 261 495 1014 420
1709848800.0 11634.586 270 221 0 825 900 0 428 507 236 596 720 366
1709848800.0 11634.587 274 231 0 833 911 0 411 463 252 689 538 366
1709848800.0 11634.592 265 533 0 826 1271 0 426 1791 417 496 2427 759
1709848800.0 11634.593 266 516 0 827 1301 0 426 1782 402 863 2510 774
1709848800.0 11634.596 265 518 0 824 1266 0 411 1844 426 463 2674 611
1709848800.0 11634.597 263 516 0 835 1268 0 437 1767 404 462 2494 620
1709848800.0 11650.502 268 173 0 826 845 0 406 384 222 727 720 352
1709848800.0 11650.503 268 176 0 827 856 0 411 405 217 538 920 622
1709848800.0 11650.504 269 119 NA 821 797 NA 392 183 NA 437 296 NA
1709848800.0 11650.506 258 172 0 824 840 0 424 371 215 875 528 330
1709848800.0 11650.507 268 178 0 827 859 0 387 391 216 519 611 312
1709848800.0 11650.508 266 120 NA 828 795 NA 399 166 NA 422 304 NA
1709848800.0 12434.502 466 195 0 1192 861 0 2198 454 212 1121 932 314
1709848800.0 12434.503 473 204 0 1189 890 0 2188 469 225 1093 953 342
1709848800.0 12434.504 468 152 NA 1191 822 NA 2162 237 NA 1035 291 NA
1709848800.0 12434.506 470 194 0 1202 869 0 2207 452 217 1153 928 319
1709848800.0 12434.507 455 203 0 1185 882 0 2184 426 230 1122 507 350
1709848800.0 12434.508 474 151 NA 1192 827 NA 2155 233 NA 1010 279 NA
1709848800.0 12434.512 474 174 0 1195 748 0 2190 419 174 1111 907 286
1709848800.0 12434.513 470 173 0 1200 745 0 2188 419 158 1117 887 227
1709848800.0 12434.514 470 139 NA 1198 694 NA 2184 247 NA 1104 364 NA
1709848800.0 12434.522 472 166 0 1188 714 0 2183 398 174 1166 771 548
1709848800.0 12434.523 468 172 0 1173 711 0 2247 449 174 1313 648 285
1709848800.0 12434.524 462 135 NA 1188 663 NA 2157 219 NA 1023 263 NA
1709848800.0 12434.582 413 243 0 1189 934 0 2160 527 248 1090 900 366
1709848800.0 12434.583 458 255 0 1196 940 0 2153 521 236 1046 522 624
1709848800.0 12434.586 401 243 0 1198 940 0 2244 602 242 1438 1099 738
1709848800.0 12434.587 441 256 0 1213 943 0 2284 611 246 1392 1062 452
1709848800.0 12434.592 446 571 0 1205 1383 0 2202 2073 510 1152 2285 691
1709848800.0 12434.593 399 594 0 1219 1364 0 2268 2066 503 1588 2699 1018
1709848800.0 12434.596 470 568 0 1183 1341 0 2207 2066 511 1160 2279 674
1709848800.0 12434.597 430 582 0 1220 1364 0 2241 2116 492 1527 2871 684
1709848800.0 12450.502 439 193 0 1187 856 0 2149 464 209 1133 950 318
1709848800.0 12450.503 460 199 0 1184 879 0 2248 478 197 1406 1054 279
1709848800.0 12450.504 461 151 NA 1204 825 NA 2157 226 NA 1090 276 NA
1709848800.0 12450.506 463 191 0 1180 858 0 2142 427 214 1047 699 328
1709848800.0 12450.507 464 194 0 1182 877 0 2159 438 203 1088 913 279
1709848800.0 12450.508 454 150 NA 1183 818 NA 2132 226 NA 1029 272 NA
1709848800.0 136.885502 167 115 0 251 817 0 448 601 153 618 1319 220
1709848800.0 136.885512 172 139 0 250 702 0 461 354 162 945 460 464
1709848800.0 136.885522 174 135 0 254 675 0 454 388 170 1000 483 276
1709848800.0 136.888502 174 154 0 245 818 0 460 615 167 973 1382 277
1709848800.0 136.888512 166 138 0 240 703 0 480 376 172 1094 839 277
1709848800.0 136.888522 173 135 0 241 671 0 470 368 158 931 409 229
1709848800.0 140.065506 412 197 0 1150 878 0 2756 669 150 1240 881 227
1709848800.0 140.065512 420 170 0 1160 738 0 2744 469 163 1199 923 241
1709848800.0 140.065522 422 130 0 1164 724 0 2746 521 165 1251 784 613
