Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1709420400.0 1.0 124 91 236 NA NA NA NA NA 185 359 319 NA NA NA NA NA 1519 420 844 NA NA NA NA NA 858 670 1373 NA NA NA NA NA
1709420400.0 10.0 NA 147 507 0 NA NA NA NA NA 363 582 0 NA NA NA NA NA 2115 2865 457 NA NA NA NA NA 1092 2013 605 NA NA NA NA
1709420400.0 1000.0 NA 436 191 0 66 NA NA NA NA 516 255 0 89 NA NA NA NA 2420 1186 551 237 NA NA NA NA 2551 1381 606 302 NA NA NA
1709420400.0 10001.0 NA 251 679 109 0 NA NA NA NA 475 829 134 0 NA NA NA NA 1252 1994 334 1624 NA NA NA NA 2324 3155 612 2102 NA NA NA
1709420400.0 10002.0 NA 254 683 109 0 NA NA NA NA 487 824 134 0 NA NA NA NA 1242 2008 338 1625 NA NA NA NA 1996 2914 784 2265 NA NA NA
1709420400.0 10003.0 NA 257 684 108 0 NA NA NA NA 481 821 134 0 NA NA NA NA 1231 2044 346 1643 NA NA NA NA 1694 3362 876 2059 NA NA NA
1709420400.0 10004.0 NA 250 689 109 0 NA NA NA NA 481 821 135 0 NA NA NA NA 1206 1971 337 1629 NA NA NA NA 2063 3002 606 2169 NA NA NA
1709420400.0 10005.0 NA 235 688 108 0 NA NA NA NA 481 816 135 0 NA NA NA NA 1225 1999 335 1628 NA NA NA NA 1882 3027 568 1957 NA NA NA
1709420400.0 10006.0 NA 250 674 108 0 NA NA NA NA 481 818 133 0 NA NA NA NA 1210 1985 339 1623 NA NA NA NA 2183 3094 711 2033 NA NA NA
1709420400.0 10007.0 NA 252 705 119 0 NA NA NA NA 480 820 145 0 NA NA NA NA 1250 2027 358 1640 NA NA NA NA 1949 3006 495 2003 NA NA NA
1709420400.0 10008.0 NA 250 690 119 0 NA NA NA NA 481 796 145 0 NA NA NA NA 1242 2043 355 1641 NA NA NA NA 1868 3465 622 1949 NA NA NA
1709420400.0 10009.0 NA 237 684 119 0 NA NA NA NA 488 830 144 0 NA NA NA NA 1274 2058 363 1653 NA NA NA NA 1898 3309 674 2268 NA NA NA
1709420400.0 1001.0 NA 400 207 0 0 0 0 0 NA 466 231 0 0 0 0 0 NA 2079 426 60 74 204 106 196 NA 1993 999 327 183 523 191 225
1709420400.0 1002.0 NA 453 89 NA NA NA NA NA NA 514 122 NA NA NA NA NA NA 2594 372 NA NA NA NA NA NA 2997 342 NA NA NA NA NA
1709420400.0 10023.0 NA 252 683 108 0 NA NA NA NA 481 828 133 0 NA NA NA NA 1219 1997 337 1644 NA NA NA NA 1944 2875 700 2003 NA NA NA
1709420400.0 10024.0 NA 278 713 121 0 NA NA NA NA 483 820 145 0 NA NA NA NA 1414 2263 363 1664 NA NA NA NA 2168 3176 751 2177 NA NA NA
1709420400.0 10024.1 NA 274 294 0 NA NA NA NA NA 481 368 0 NA NA NA NA NA 1379 769 277 NA NA NA NA NA 1950 1115 319 NA NA NA NA
1709420400.0 10024.2 NA 274 701 0 NA NA NA NA NA 482 835 0 NA NA NA NA NA 1392 2246 1643 NA NA NA NA NA 2180 3590 2001 NA NA NA NA
1709420400.0 10024.3 NA 259 272 0 NA NA NA NA NA 480 342 0 NA NA NA NA NA 1446 742 247 NA NA NA NA NA 1581 1326 296 NA NA NA NA
1709420400.0 10024.4 NA 268 709 0 NA NA NA NA NA 481 844 0 NA NA NA NA NA 1412 2255 1684 NA NA NA NA NA 1642 3180 2385 NA NA NA NA
1709420400.0 10024.5 NA 276 293 0 NA NA NA NA NA 475 366 0 NA NA NA NA NA 1403 757 277 NA NA NA NA NA 1594 1048 329 NA NA NA NA
1709420400.0 10024.6 NA 278 715 0 NA NA NA NA NA 467 814 0 NA NA NA NA NA 1425 2227 1651 NA NA NA NA NA 1957 3038 2359 NA NA NA NA
1709420400.0 10025.0 NA 264 708 109 0 NA NA NA NA 481 830 134 0 NA NA NA NA 1313 2108 346 1654 NA NA NA NA 1677 3595 816 1888 NA NA NA
1709420400.0 10026.0 NA 278 708 119 0 NA NA NA NA 475 850 145 0 NA NA NA NA 1428 2382 359 1677 NA NA NA NA 2227 3457 740 1824 NA NA NA
1709420400.0 1003.0 NA 354 0 NA NA NA NA NA NA 410 0 NA NA NA NA NA NA 2648 383 NA NA NA NA NA NA 1524 425 NA NA NA NA NA
1709420400.0 1004.0 NA 339 185 0 0 0 0 NA NA 383 212 0 0 0 0 NA NA 793 275 57 69 195 195 NA NA 1313 650 98 109 254 223 NA
1709420400.0 10042.0 NA 261 710 120 0 NA NA NA NA 483 833 146 0 NA NA NA NA 1314 2135 365 1658 NA NA NA NA 1565 3137 853 1877 NA NA NA
1709420400.0 10059.0 NA 281 712 119 0 NA NA NA NA 488 855 145 0 NA NA NA NA 1508 2717 361 1691 NA NA NA NA 1638 3305 545 2219 NA NA NA
1709420400.0 10071.0 NA 264 699 108 0 NA NA NA NA 480 808 135 0 NA NA NA NA 1305 2160 346 1671 NA NA NA NA 2270 3200 854 2235 NA NA NA
1709420400.0 101.0 110 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 825 NA NA NA NA NA NA NA 1130 NA NA NA NA NA NA NA
1709420400.0 1010.0 NA 45 92 0 NA NA NA NA NA 68 120 0 NA NA NA NA NA 90 168 74 NA NA NA NA NA 702 215 103 NA NA NA NA
1709420400.0 102.0 111 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 647 NA NA NA NA NA NA NA 816 NA NA NA NA NA NA NA
1709420400.0 1020.0 NA 61 NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA 337 NA NA NA NA NA NA
1709420400.0 10224.0 NA 445 981 0 NA NA NA NA NA 624 1159 0 NA NA NA NA NA 3626 4462 1695 NA NA NA NA NA 3168 4530 2262 NA NA NA NA
1709420400.0 10225.0 NA 434 958 0 NA NA NA NA NA 585 1138 0 NA NA NA NA NA 3532 4195 1687 NA NA NA NA NA 3953 4456 2168 NA NA NA NA
1709420400.0 103.0 68 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 665 181 1197 NA NA NA NA NA 646 390 1914 NA NA NA NA NA
1709420400.0 1030.0 NA 212 62 0 NA NA NA NA NA 308 85 0 NA NA NA NA NA 7532 208 48 NA NA NA NA NA 2427 234 75 NA NA NA NA
1709420400.0 10424.0 NA 271 703 0 NA NA NA NA NA 479 845 0 NA NA NA NA NA 1339 2243 1673 NA NA NA NA NA 1703 2952 2046 NA NA NA NA
1709420400.0 105.0 126 110 45 NA NA NA NA NA 185 367 65 NA NA NA NA NA 1524 393 90 NA NA NA NA NA 847 446 124 NA NA NA NA NA
1709420400.0 106.0 68 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 645 181 1194 NA NA NA NA NA 754 243 2100 NA NA NA NA NA
1709420400.0 107.0 129 116 472 NA NA NA NA NA 187 367 556 NA NA NA NA NA 3253 424 1409 NA NA NA NA NA 1143 314 1683 NA NA NA NA NA
1709420400.0 108.0 128 118 481 NA NA NA NA NA 184 367 545 NA NA NA NA NA 3891 449 1501 NA NA NA NA NA 1330 304 1667 NA NA NA NA NA
1709420400.0 10823.0 91 251 688 108 0 NA NA NA 124 479 828 135 0 NA NA NA 1527 1238 2028 339 1652 NA NA NA 1056 1597 3356 787 1962 NA NA NA
1709420400.0 10824.0 100 278 730 121 0 NA NA NA 135 478 849 146 0 NA NA NA 4427 1406 2310 361 1677 NA NA NA 1807 1458 2459 626 2222 NA NA NA
1709420400.0 10825.0 97 264 717 110 0 NA NA NA 129 485 828 135 0 NA NA NA 3283 1325 2140 341 1667 NA NA NA 1518 1932 3074 463 2037 NA NA NA
1709420400.0 10826.0 104 279 729 120 0 NA NA NA 136 477 852 145 0 NA NA NA 6257 1488 2536 352 1663 NA NA NA 2489 1448 3240 515 1962 NA NA NA
1709420400.0 10842.0 83 246 691 119 0 NA NA NA 111 471 825 145 0 NA NA NA 1401 1092 1985 365 1634 NA NA NA 1461 1487 3115 1133 1981 NA NA NA
1709420400.0 109.0 130 118 483 NA NA NA NA NA 190 367 537 NA NA NA NA NA 4027 477 1465 NA NA NA NA NA 1461 347 1467 NA NA NA NA NA
1709420400.0 11.0 NA 131 515 0 82 NA NA NA NA 371 589 0 105 NA NA NA NA 1648 1394 506 184 NA NA NA NA 722 1239 739 270 NA NA NA
1709420400.0 110.0 89 110 466 NA NA NA NA NA 124 359 530 NA NA NA NA NA 840 398 1352 NA NA NA NA NA 611 642 2377 NA NA NA NA NA
1709420400.0 1102.0 NA 147 493 165 96 NA NA NA NA 363 572 225 163 NA NA NA NA 2353 3642 1451 366 NA NA NA NA 1509 3412 769 320 NA NA NA
1709420400.0 111.0 108 114 469 NA NA NA NA NA 184 360 555 NA NA NA NA NA 1797 352 1369 NA NA NA NA NA 1044 569 2144 NA NA NA NA NA
1709420400.0 112.0 128 118 477 NA NA NA NA NA 190 367 547 NA NA NA NA NA 2898 432 1372 NA NA NA NA NA 1114 304 1462 NA NA NA NA NA
1709420400.0 11224.0 102 273 731 0 NA NA NA NA 135 478 840 0 NA NA NA NA 4033 1444 2238 1661 NA NA NA NA 1507 1179 2141 2137 NA NA NA NA
1709420400.0 113.0 124 117 478 NA NA NA NA NA 190 360 542 NA NA NA NA NA 3126 434 1376 NA NA NA NA NA 1236 333 1469 NA NA NA NA NA
1709420400.0 114.0 120 116 477 NA NA NA NA NA 182 367 542 NA NA NA NA NA 2952 432 1418 NA NA NA NA NA 1119 371 1679 NA NA NA NA NA
1709420400.0 115.0 124 117 479 NA NA NA NA NA 186 367 539 NA NA NA NA NA 3028 460 1439 NA NA NA NA NA 1054 405 1653 NA NA NA NA NA
1709420400.0 116.0 126 116 473 NA NA NA NA NA 186 367 542 NA NA NA NA NA 3608 446 1471 NA NA NA NA NA 1454 527 1792 NA NA NA NA NA
1709420400.0 11623.0 86 253 690 108 0 NA NA NA 110 478 829 134 0 NA NA NA 1342 1347 2228 361 1717 NA NA NA 1032 2289 3373 987 2182 NA NA NA
