Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709420400.0 1.0 67 160 135 NA NA 87 182 164 NA NA 984 324 307 NA NA 1005 364 332 NA NA
1709420400.0 1000.0 NA 197 105 0 48 NA 236 130 0 64 NA 1856 320 298 94 NA 3248 1190 561 108
1709420400.0 1001.0 NA 189 47 0 NA NA 214 62 0 NA NA 1552 33 32 NA NA 2195 48 55 NA
1709420400.0 1002.0 NA 190 64 NA NA NA 218 82 NA NA NA 1656 133 NA NA NA 2224 150 NA NA
1709420400.0 101.0 103 NA NA NA NA 124 NA NA NA NA 574 NA NA NA NA 594 NA NA NA NA
1709420400.0 102.0 104 NA NA NA NA 123 NA NA NA NA 481 NA NA NA NA 498 NA NA NA NA
1709420400.0 103.0 62 0 0 NA NA 78 0 0 NA NA 354 270 203 NA NA 373 421 232 NA NA
1709420400.0 105.0 67 171 50 NA NA 87 200 63 NA NA 989 355 28 NA NA 1010 402 45 NA NA
1709420400.0 106.0 62 0 0 NA NA 78 0 0 NA NA 354 269 204 NA NA 371 330 242 NA NA
1709420400.0 107.0 69 171 193 NA NA 88 202 221 NA NA 1652 375 436 NA NA 1714 432 949 NA NA
1709420400.0 108.0 68 172 194 NA NA 87 202 221 NA NA 2042 379 445 NA NA 2068 821 597 NA NA
1709420400.0 109.0 70 173 187 NA NA 88 204 222 NA NA 2051 407 471 NA NA 2104 1999 924 NA NA
1709420400.0 110.0 64 169 190 NA NA 81 199 218 NA NA 467 347 375 NA NA 496 398 449 NA NA
1709420400.0 111.0 56 170 192 NA NA 87 201 220 NA NA 1048 330 379 NA NA 1067 748 634 NA NA
1709420400.0 112.0 68 171 193 NA NA 88 201 220 NA NA 1633 366 427 NA NA 1658 883 813 NA NA
1709420400.0 113.0 71 171 194 NA NA 90 204 221 NA NA 2078 374 449 NA NA 2108 619 1411 NA NA
1709420400.0 114.0 71 171 194 NA NA 90 204 221 NA NA 2186 380 461 NA NA 2219 766 790 NA NA
1709420400.0 115.0 71 172 187 NA NA 90 204 223 NA NA 2280 389 481 NA NA 2372 2140 643 NA NA
1709420400.0 116.0 70 172 187 NA NA 90 204 222 NA NA 2228 391 466 NA NA 2618 2177 2246 NA NA
1709420400.0 117.0 71 173 187 NA NA 90 205 224 NA NA 2825 408 503 NA NA 2888 1498 2183 NA NA
1709420400.0 118.0 71 174 187 NA NA 91 206 224 NA NA 2668 431 520 NA NA 2812 1607 915 NA NA
1709420400.0 119.0 68 170 192 NA NA 87 201 220 NA NA 1500 366 421 NA NA 1525 1386 495 NA NA
1709420400.0 120.0 62 169 190 NA NA 75 199 217 NA NA 365 349 378 NA NA 396 514 418 NA NA
1709420400.0 1200.0 91 206 0 NA NA 121 230 0 NA NA 168 576 83 NA NA 210 650 98 NA NA
1709420400.0 1201.0 236 NA NA NA NA 276 NA NA NA NA 669 NA NA NA NA 705 NA NA NA NA
1709420400.0 121.0 71 174 189 NA NA 91 205 224 NA NA 2813 431 533 NA NA 2867 1355 623 NA NA
1709420400.0 122.0 67 170 191 NA NA 85 200 218 NA NA 461 293 306 NA NA 478 365 338 NA NA
1709420400.0 123.1 234 NA NA NA NA 274 NA NA NA NA 607 NA NA NA NA 643 NA NA NA NA
1709420400.0 123.2 238 NA NA NA NA 276 NA NA NA NA 738 NA NA NA NA 778 NA NA NA NA
1709420400.0 123.3 221 NA NA NA NA 259 NA NA NA NA 481 NA NA NA NA 516 NA NA NA NA
1709420400.0 124.1 227 NA NA NA NA 266 NA NA NA NA 488 NA NA NA NA 532 NA NA NA NA
1709420400.0 124.2 231 NA NA NA NA 272 NA NA NA NA 560 NA NA NA NA 600 NA NA NA NA
1709420400.0 124.4 228 NA NA NA NA 266 NA NA NA NA 482 NA NA NA NA 525 NA NA NA NA
1709420400.0 124.5 229 NA NA NA NA 267 NA NA NA NA 500 NA NA NA NA 541 NA NA NA NA
1709420400.0 124.6 221 NA NA NA NA 259 NA NA NA NA 486 NA NA NA NA 517 NA NA NA NA
1709420400.0 125.0 68 170 192 NA NA 88 201 220 NA NA 1706 366 419 NA NA 1730 396 441 NA NA
1709420400.0 126.0 63 170 191 NA NA 81 200 218 NA NA 660 354 385 NA NA 696 384 431 NA NA
1709420400.0 127.0 62 169 190 NA NA 76 199 218 NA NA 522 349 375 NA NA 535 496 405 NA NA
1709420400.0 128.0 62 169 189 NA NA 75 199 217 NA NA 341 346 379 NA NA 361 397 426 NA NA
1709420400.0 129.0 62 169 189 NA NA 76 199 217 NA NA 354 346 376 NA NA 366 388 709 NA NA
1709420400.0 130.0 63 169 190 NA NA 76 199 217 NA NA 398 345 372 NA NA 416 383 405 NA NA
1709420400.0 1301.0 75 162 139 NA NA 94 189 174 NA NA 670 312 297 NA NA 700 390 342 NA NA
1709420400.0 1302.0 77 167 146 NA NA 99 190 178 NA NA 3678 397 477 NA NA 3756 579 540 NA NA
1709420400.0 1303.0 79 164 149 NA NA 102 193 177 NA NA 9593 531 681 NA NA 11343 1901 883 NA NA
1709420400.0 1307.0 68 0 0 0 0 82 0 0 0 0 369 256 165 61 293 401 443 205 71 496
1709420400.0 131.0 65 170 190 NA NA 82 200 218 NA NA 741 351 383 NA NA 758 379 415 NA NA
