Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1710108000.0 5.2 323 0 NA NA NA NA NA 428 0 NA NA NA NA NA 674 375 NA NA NA NA NA 640 491 NA NA NA NA NA
1710108000.0 5.3 314 0 NA NA NA NA NA 428 0 NA NA NA NA NA 688 384 NA NA NA NA NA 762 512 NA NA NA NA NA
1710108000.0 5.5 392 0 NA NA NA NA NA 490 0 NA NA NA NA NA 742 360 NA NA NA NA NA 807 475 NA NA NA NA NA
1710108000.0 5.7 387 0 NA NA NA NA NA 520 0 NA NA NA NA NA 803 379 NA NA NA NA NA 992 440 NA NA NA NA NA
1710108000.0 500199.0 293 NA NA NA NA NA NA 414 NA NA NA NA NA NA 1115 NA NA NA NA NA NA 921 NA NA NA NA NA NA
1710108000.0 511.0 87 0 NA NA NA NA NA 150 0 NA NA NA NA NA 6742 146 NA NA NA NA NA 7578 227 NA NA NA NA NA
1710108000.0 523.0 63 94 0 NA NA NA NA 99 144 0 NA NA NA NA 2259 202 144 NA NA NA NA 2149 277 216 NA NA NA NA
1710108000.0 536.0 101 0 NA NA NA NA NA 163 0 NA NA NA NA NA 273 144 NA NA NA NA NA 352 251 NA NA NA NA NA
1710108000.0 545.0 90 0 NA NA NA NA NA 140 0 NA NA NA NA NA 217 145 NA NA NA NA NA 327 280 NA NA NA NA NA
1710108000.0 547.0 30 97 99 NA NA NA NA 99 152 172 NA NA NA NA 4762 240 240 NA NA NA NA 14837 308 439 NA NA NA NA
1710108000.0 6.0 NA 179 339 0 NA NA NA NA 256 484 0 NA NA NA NA 997 1591 419 NA NA NA NA 562 1936 500 NA NA NA
1710108000.0 7.2 122 236 280 117 0 NA NA 194 315 462 175 0 NA NA 572 777 533 223 251 NA NA 886 884 787 446 437 NA NA
1710108000.0 7.21 125 244 281 117 0 NA NA 196 325 455 177 0 NA NA 585 758 529 229 244 NA NA 872 557 790 518 360 NA NA
1710108000.0 7.24 125 204 276 111 0 NA NA 199 270 437 168 0 NA NA 943 221 513 185 252 NA NA 1106 351 997 259 426 NA NA
1710108000.0 7.3 120 235 279 117 0 NA NA 194 309 459 177 0 NA NA 847 758 527 222 247 NA NA 1193 714 741 432 396 NA NA
1710108000.0 8.2 136 237 294 96 0 NA NA 205 312 453 153 0 NA NA 918 328 536 154 259 NA NA 959 371 734 207 437 NA NA
