Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709935200.0 12434.502 NA 488 195 0 NA NA 1318 932 0 NA NA 1465 478 324 NA NA 983 672 471 NA
1709935200.0 12434.503 NA 486 203 0 NA NA 1286 950 0 NA NA 1419 604 349 NA NA 923 868 478 NA
1709935200.0 12434.504 NA 486 154 NA NA NA 1277 899 NA NA NA 1361 301 NA NA NA 924 467 NA NA
1709935200.0 12434.506 NA 485 196 0 NA NA 1314 936 0 NA NA 1391 537 408 NA NA 877 774 551 NA
1709935200.0 12434.507 NA 486 208 0 NA NA 1297 956 0 NA NA 1341 510 518 NA NA 853 703 740 NA
1709935200.0 12434.508 NA 490 155 NA NA NA 1307 900 NA NA NA 1347 274 NA NA NA 895 411 NA NA
1709935200.0 12434.512 NA 487 174 0 NA NA 1293 760 0 NA NA 1380 580 204 NA NA 868 857 329 NA
1709935200.0 12434.513 NA 490 176 0 NA NA 1290 755 0 NA NA 1416 501 277 NA NA 930 719 472 NA
1709935200.0 12434.514 NA 485 140 NA NA NA 1301 711 NA NA NA 1282 228 NA NA NA 782 348 NA NA
1709935200.0 12434.522 NA 488 172 0 NA NA 1304 739 0 NA NA 1393 528 277 NA NA 910 761 464 NA
1709935200.0 12434.523 NA 488 173 0 NA NA 1316 742 0 NA NA 1372 507 181 NA NA 856 720 302 NA
1709935200.0 12434.524 NA 491 134 NA NA NA 1305 684 NA NA NA 1332 310 NA NA NA 888 486 NA NA
1709935200.0 12434.582 NA 491 247 0 NA NA 1291 1019 0 NA NA 1433 611 430 NA NA 931 813 619 NA
1709935200.0 12434.583 NA 489 260 0 NA NA 1312 1040 0 NA NA 1410 688 421 NA NA 907 910 599 NA
1709935200.0 12434.586 NA 485 245 0 NA NA 1303 1021 0 NA NA 1414 602 417 NA NA 893 760 605 NA
1709935200.0 12434.587 NA 489 257 0 NA NA 1307 1035 0 NA NA 1380 707 409 NA NA 887 965 572 NA
1709935200.0 12434.592 NA 494 614 0 NA NA 1310 1428 0 NA NA 1338 1952 689 NA NA 822 2013 821 NA
1709935200.0 12434.593 NA 489 625 0 NA NA 1314 1428 0 NA NA 1358 1902 752 NA NA 859 2015 956 NA
1709935200.0 12434.596 NA 491 610 0 NA NA 1306 1428 0 NA NA 1347 1875 721 NA NA 844 1878 910 NA
1709935200.0 12434.597 NA 488 626 0 NA NA 1297 1459 0 NA NA 1470 1877 742 NA NA 976 1879 923 NA
1709935200.0 12450.502 NA 474 194 0 NA NA 1296 932 0 NA NA 1381 489 447 NA NA 925 713 644 NA
1709935200.0 12450.503 NA 476 207 0 NA NA 1290 948 0 NA NA 1350 544 362 NA NA 862 788 481 NA
1709935200.0 12450.504 NA 478 152 NA NA NA 1295 891 NA NA NA 1342 319 NA NA NA 878 496 NA NA
1709935200.0 12450.506 NA 477 194 0 NA NA 1312 934 0 NA NA 1536 557 431 NA NA 961 801 564 NA
1709935200.0 12450.507 NA 475 207 0 NA NA 1279 952 0 NA NA 1391 502 446 NA NA 935 726 582 NA
1709935200.0 12450.508 NA 477 156 NA NA NA 1290 899 NA NA NA 1296 312 NA NA NA 844 484 NA NA
1709935200.0 141.008506 NA 435 204 0 NA NA 1267 955 0 NA NA 2444 798 199 NA NA 1119 792 342 NA
1709935200.0 141.008507 NA 436 220 0 NA NA 1261 977 0 NA NA 2390 996 287 NA NA 1118 794 482 NA
1709935200.0 141.008508 NA 436 159 NA NA NA 1261 906 NA NA NA 2262 247 NA NA NA 1145 362 NA NA
1709935200.0 141.008512 NA 435 181 0 NA NA 1257 756 0 NA NA 2326 576 231 NA NA 1112 771 379 NA
1709935200.0 141.008513 NA 440 183 0 NA NA 1275 751 0 NA NA 2410 615 214 NA NA 1194 734 345 NA
1709935200.0 141.008514 NA 438 143 NA NA NA 1276 715 NA NA NA 2406 269 NA NA NA 1173 415 NA NA
1709935200.0 141.008522 NA 436 178 0 NA NA 1261 734 0 NA NA 2405 615 263 NA NA 1148 779 444 NA
1709935200.0 141.008523 NA 441 180 0 NA NA 1261 744 0 NA NA 2390 639 228 NA NA 1116 760 371 NA
1709935200.0 141.008524 NA 436 139 NA NA NA 1265 690 NA NA NA 2198 266 NA NA NA 1058 406 NA NA
1709935200.0 141.008583 NA 235 0 NA NA NA 1022 0 NA NA NA 1009 313 NA NA NA 748 507 NA NA
1709935200.0 160.03502 134 221 105 461 180 217 301 147 1386 250 766 244 513 1113 328 874 303 970 1463 443
