Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709503200.0 12434.502 NA 486 199 0 NA NA 1271 870 0 NA NA 2078 500 356 NA NA 1101 924 801 NA
1709503200.0 12434.503 NA 494 211 0 NA NA 1280 895 0 NA NA 2062 497 352 NA NA 1159 907 419 NA
1709503200.0 12434.504 NA 499 156 NA NA NA 1283 833 NA NA NA 2015 245 NA NA NA 944 298 NA NA
1709503200.0 12434.506 NA 498 199 0 NA NA 1287 875 0 NA NA 2073 494 446 NA NA 1093 949 830 NA
1709503200.0 12434.507 NA 495 208 0 NA NA 1272 886 0 NA NA 2080 508 466 NA NA 1093 933 779 NA
1709503200.0 12434.508 NA 495 156 NA NA NA 1270 829 NA NA NA 2021 257 NA NA NA 954 326 NA NA
1709503200.0 12434.512 NA 496 175 0 NA NA 1264 749 0 NA NA 2034 455 167 NA NA 1015 891 235 NA
1709503200.0 12434.513 NA 479 177 0 NA NA 1284 747 0 NA NA 2048 472 183 NA NA 1011 598 299 NA
1709503200.0 12434.514 NA 497 142 NA NA NA 1261 697 NA NA NA 2025 235 NA NA NA 953 290 NA NA
1709503200.0 12434.522 NA 495 176 0 NA NA 1270 725 0 NA NA 2036 474 171 NA NA 1011 1073 251 NA
1709503200.0 12434.523 NA 497 176 0 NA NA 1277 731 0 NA NA 2034 449 161 NA NA 995 804 214 NA
1709503200.0 12434.524 NA 496 138 NA NA NA 1285 677 NA NA NA 2022 237 NA NA NA 949 287 NA NA
1709503200.0 12434.582 NA 496 248 0 NA NA 1277 953 0 NA NA 2072 590 399 NA NA 1102 1050 631 NA
1709503200.0 12434.583 NA 495 260 0 NA NA 1266 982 0 NA NA 2061 612 397 NA NA 1021 1079 499 NA
1709503200.0 12434.586 NA 403 248 0 NA NA 1282 957 0 NA NA 2131 622 399 NA NA 1420 785 542 NA
1709503200.0 12434.587 NA 498 261 0 NA NA 1261 973 0 NA NA 2080 609 388 NA NA 1117 1013 466 NA
1709503200.0 12434.592 NA 468 531 0 NA NA 1263 1412 0 NA NA 2061 2207 803 NA NA 1023 2930 1009 NA
1709503200.0 12434.593 NA 468 620 0 NA NA 1269 1422 0 NA NA 2093 2224 768 NA NA 1143 3119 1059 NA
1709503200.0 12434.596 NA 474 598 0 NA NA 1302 1419 0 NA NA 2081 2139 761 NA NA 1078 2498 876 NA
1709503200.0 12434.597 NA 498 633 0 NA NA 1287 1429 0 NA NA 2071 2098 775 NA NA 1108 2550 1232 NA
1709503200.0 12450.502 NA 471 196 0 NA NA 1244 865 0 NA NA 2055 468 394 NA NA 1276 911 467 NA
1709503200.0 12450.503 NA 479 207 0 NA NA 1240 897 0 NA NA 2038 483 406 NA NA 1060 921 510 NA
1709503200.0 12450.504 NA 480 157 NA NA NA 1237 837 NA NA NA 2035 270 NA NA NA 1103 562 NA NA
1709503200.0 12450.506 NA 477 196 0 NA NA 1215 867 0 NA NA 2028 475 476 NA NA 1069 928 528 NA
1709503200.0 12450.507 NA 481 207 0 NA NA 1241 890 0 NA NA 2050 493 500 NA NA 1182 1007 968 NA
1709503200.0 12450.508 NA 484 155 NA NA NA 1240 826 NA NA NA 1990 238 NA NA NA 956 290 NA NA
1709503200.0 141.008506 NA 444 207 0 NA NA 1286 885 0 NA NA 2717 780 169 NA NA 1196 877 267 NA
1709503200.0 141.008507 NA 447 220 0 NA NA 1284 919 0 NA NA 2742 1097 175 NA NA 1264 1050 239 NA
1709503200.0 141.008508 NA 442 161 NA NA NA 1278 842 NA NA NA 2700 255 NA NA NA 1172 317 NA NA
1709503200.0 141.008512 NA 443 184 0 NA NA 1304 744 0 NA NA 2736 509 188 NA NA 1240 981 745 NA
1709503200.0 141.008513 NA 451 184 0 NA NA 1318 755 0 NA NA 2717 575 165 NA NA 1199 943 217 NA
1709503200.0 141.008514 NA 432 145 NA NA NA 1276 704 NA NA NA 2731 244 NA NA NA 1218 422 NA NA
1709503200.0 141.008522 NA 448 181 0 NA NA 1281 722 0 NA NA 2696 518 167 NA NA 1197 492 241 NA
1709503200.0 141.008523 NA 458 181 0 NA NA 1291 733 0 NA NA 2732 603 172 NA NA 1268 584 330 NA
1709503200.0 141.008524 NA 445 141 NA NA NA 1280 682 NA NA NA 2703 247 NA NA NA 1164 292 NA NA
1709503200.0 141.008583 NA 208 0 NA NA NA 951 0 NA NA NA 1133 209 NA NA NA 646 263 NA NA
1709503200.0 160.03502 134 220 65 392 170 216 311 147 1295 252 931 259 258 1024 344 1348 273 894 2160 551
