Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1709420400.0 1.0 68 96 151 NA NA NA NA NA 97 146 183 NA NA NA NA NA 1283 232 656 NA NA NA NA NA 1302 246 679 NA NA NA NA NA
1709420400.0 10.0 NA 103 229 0 NA NA NA NA NA 147 257 0 NA NA NA NA NA 1550 1366 350 NA NA NA NA NA 1675 1395 374 NA NA NA NA
1709420400.0 1000.0 NA 250 151 0 60 NA NA NA NA 284 181 0 79 NA NA NA NA 2027 399 336 99 NA NA NA NA 2109 435 349 107 NA NA NA
1709420400.0 1001.0 NA 223 192 0 0 0 0 0 NA 250 218 0 0 0 0 0 NA 1240 245 4 35 257 24 252 NA 1277 266 7 40 262 33 258
1709420400.0 1002.0 NA 246 80 NA NA NA NA NA NA 271 99 NA NA NA NA NA NA 1604 118 NA NA NA NA NA NA 1645 123 NA NA NA NA NA
1709420400.0 10021.0 NA 104 157 0 NA NA NA NA NA 176 179 0 NA NA NA NA NA 425 449 158 NA NA NA NA NA 478 502 167 NA NA NA NA
1709420400.0 10023.0 NA 106 157 0 NA NA NA NA NA 176 181 0 NA NA NA NA NA 374 319 166 NA NA NA NA NA 423 373 180 NA NA NA NA
1709420400.0 10024.0 NA 103 161 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 431 429 184 NA NA NA NA NA 475 496 196 NA NA NA NA
1709420400.0 10025.0 NA 107 158 0 NA NA NA NA NA 176 180 0 NA NA NA NA NA 392 331 170 NA NA NA NA NA 446 387 184 NA NA NA NA
1709420400.0 10026.0 NA 102 162 0 NA NA NA NA NA 176 185 0 NA NA NA NA NA 447 485 184 NA NA NA NA NA 510 542 194 NA NA NA NA
1709420400.0 1003.0 NA 209 0 NA NA NA NA NA NA 247 0 NA NA NA NA NA NA 1977 218 NA NA NA NA NA NA 2025 225 NA NA NA NA NA
1709420400.0 1004.0 NA 207 153 0 0 0 0 NA NA 237 180 0 0 0 0 NA NA 343 126 4 33 255 254 NA NA 450 141 8 38 262 260 NA
1709420400.0 101.0 107 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 710 NA NA NA NA NA NA NA 720 NA NA NA NA NA NA NA
1709420400.0 102.0 107 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 528 NA NA NA NA NA NA NA 536 NA NA NA NA NA NA NA
