Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709503200.0 12434.502 NA 308 178 0 NA NA 883 865 0 NA NA 2210 386 217 NA NA 817 935 297 NA
1709503200.0 12434.513 NA 319 153 0 NA NA 897 732 0 NA NA 2209 346 195 NA NA 789 881 847 NA
1709503200.0 12434.592 NA 317 506 0 NA NA 893 1353 0 NA NA 2209 1933 467 NA NA 790 2463 729 NA
1709503200.0 12434.593 NA 311 518 0 NA NA 889 1411 0 NA NA 2203 1949 450 NA NA 888 2469 833 NA
1709503200.0 12434.596 NA 321 554 0 NA NA 893 1359 0 NA NA 2195 1871 440 NA NA 763 2636 743 NA
1709503200.0 12434.597 NA 315 528 0 NA NA 893 1400 0 NA NA 2228 1956 462 NA NA 818 2592 608 NA
1709503200.0 12450.503 NA 316 178 0 NA NA 883 880 0 NA NA 2204 415 212 NA NA 795 746 277 NA
1709503200.0 141.008512 NA 417 173 0 NA NA 1271 751 0 NA NA 2528 497 178 NA NA 1163 1301 612 NA
1709503200.0 141.008583 NA 235 0 NA NA NA 967 0 NA NA NA 1239 224 NA NA NA 970 347 NA NA
1709503200.0 160.03502 137 212 110 436 179 221 305 157 1330 263 932 288 265 1093 386 1179 646 976 1883 538
1709503200.0 24861.502 NA 574 284 0 NA NA 1212 1060 0 NA NA 1497 857 170 NA NA 1517 1614 225 NA
