Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1710108000.0 12434.592 NA 305 552 0 NA NA 895 1362 0 NA NA 2224 1958 468 NA NA 799 2465 745 NA
1710108000.0 12434.593 NA 300 563 0 NA NA 885 1416 0 NA NA 2215 1971 464 NA NA 909 2381 744 NA
1710108000.0 12434.596 NA 313 546 0 NA NA 897 1357 0 NA NA 2213 1967 463 NA NA 785 2397 731 NA
1710108000.0 12434.597 NA 313 565 0 NA NA 896 1362 0 NA NA 2221 1983 439 NA NA 790 2579 613 NA
1710108000.0 12634.402 NA 639 233 0 NA NA 1367 992 0 NA NA 4943 572 226 NA NA 1954 770 278 NA
1710108000.0 12634.403 NA 620 250 0 NA NA 1363 993 0 NA NA 4790 607 229 NA NA 1900 885 279 NA
1710108000.0 12634.412 NA 624 438 0 NA NA 1358 1115 0 NA NA 5033 1009 169 NA NA 1962 1705 239 NA
1710108000.0 12650.402 NA 656 239 0 NA NA 1364 987 0 NA NA 4796 563 227 NA NA 1895 843 280 NA
1710108000.0 12650.403 NA 626 240 0 NA NA 1375 988 0 NA NA 4710 566 247 NA NA 1875 599 747 NA
1710108000.0 12661.402 NA 601 235 0 NA NA 1402 989 0 NA NA 4789 558 223 NA NA 2015 1020 273 NA
1710108000.0 141.008512 NA 408 175 0 NA NA 1267 758 0 NA NA 2514 520 172 NA NA 1228 967 246 NA
1710108000.0 141.008583 NA 230 0 NA NA NA 951 0 NA NA NA 1280 215 NA NA NA 1135 297 NA NA
1710108000.0 160.03502 135 206 107 441 172 220 307 156 1333 254 951 292 276 1091 374 1188 781 655 1549 1067
1710108000.0 24861.502 NA 569 265 0 NA NA 1242 1047 0 NA NA 1552 851 167 NA NA 1499 1419 228 NA
