Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709762400.0 12434.402 NA 327 181 0 NA NA 890 870 0 NA NA 2207 389 229 NA NA 782 900 342 NA
1709762400.0 12434.403 NA 324 187 0 NA NA 893 894 0 NA NA 2205 442 234 NA NA 876 638 350 NA
1709762400.0 12434.404 NA 328 133 NA NA NA 896 825 NA NA NA 2204 207 NA NA NA 799 330 NA NA
1709762400.0 12434.412 NA 324 157 0 NA NA 895 765 0 NA NA 2198 335 180 NA NA 776 405 286 NA
1709762400.0 12434.502 NA 326 182 0 NA NA 896 861 0 NA NA 2190 385 241 NA NA 769 882 378 NA
1709762400.0 12434.503 NA 325 192 0 NA NA 893 878 0 NA NA 2194 382 241 NA NA 789 466 371 NA
1709762400.0 12434.504 NA 326 134 NA NA NA 889 815 NA NA NA 2201 201 NA NA NA 773 319 NA NA
1709762400.0 12434.506 NA 325 184 0 NA NA 890 859 0 NA NA 2211 386 249 NA NA 796 891 385 NA
1709762400.0 12434.507 NA 325 195 0 NA NA 890 878 0 NA NA 2203 395 250 NA NA 802 502 371 NA
1709762400.0 12434.508 NA 329 133 NA NA NA 911 814 NA NA NA 2190 202 NA NA NA 784 323 NA NA
1709762400.0 12434.512 NA 323 151 0 NA NA 885 729 0 NA NA 2196 345 181 NA NA 777 885 294 NA
1709762400.0 12434.513 NA 321 146 0 NA NA 889 728 0 NA NA 2200 365 157 NA NA 812 769 215 NA
1709762400.0 12434.514 NA 326 119 NA NA NA 892 683 NA NA NA 2199 182 NA NA NA 780 299 NA NA
1709762400.0 12434.522 NA 310 151 0 NA NA 888 702 0 NA NA 2203 348 190 NA NA 828 887 304 NA
1709762400.0 12434.523 NA 327 143 0 NA NA 891 703 0 NA NA 2195 352 186 NA NA 774 869 301 NA
1709762400.0 12434.524 NA 327 114 NA NA NA 886 655 NA NA NA 2204 186 NA NA NA 772 304 NA NA
1709762400.0 12434.582 NA 325 230 0 NA NA 891 935 0 NA NA 2203 486 260 NA NA 766 690 372 NA
1709762400.0 12434.583 NA 324 243 0 NA NA 890 961 0 NA NA 2195 478 267 NA NA 790 488 380 NA
1709762400.0 12434.586 NA 329 224 0 NA NA 905 941 0 NA NA 2181 478 275 NA NA 735 1092 424 NA
1709762400.0 12434.587 NA 317 244 0 NA NA 896 955 0 NA NA 2197 492 274 NA NA 807 979 495 NA
1709762400.0 12434.592 NA 322 402 0 NA NA 882 1361 0 NA NA 2218 2108 476 NA NA 779 3531 746 NA
1709762400.0 12434.593 NA 305 419 0 NA NA 884 1398 0 NA NA 2218 2103 476 NA NA 911 3398 745 NA
1709762400.0 12434.596 NA 330 558 0 NA NA 913 1372 0 NA NA 2190 1866 422 NA NA 771 2583 561 NA
1709762400.0 12434.597 NA 313 372 0 NA NA 895 1419 0 NA NA 2221 3120 451 NA NA 798 3521 585 NA
1709762400.0 12450.402 NA 317 170 0 NA NA 896 870 0 NA NA 2197 387 225 NA NA 780 1003 342 NA
1709762400.0 12450.403 NA 328 186 0 NA NA 902 890 0 NA NA 2198 384 227 NA NA 790 839 348 NA
1709762400.0 12450.404 NA 322 134 NA NA NA 896 826 NA NA NA 2187 199 NA NA NA 764 310 NA NA
