Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1709676000.0 12434.402 NA 330 180 0 NA NA 916 868 0 NA NA 2198 379 224 NA NA 773 868 328 NA
1709676000.0 12434.403 NA 328 187 0 NA NA 906 893 0 NA NA 2184 381 225 NA NA 798 858 335 NA
1709676000.0 12434.404 NA 287 136 NA NA NA 899 827 NA NA NA 2186 175 NA NA NA 773 686 NA NA
1709676000.0 12434.412 NA 327 158 0 NA NA 902 761 0 NA NA 2187 329 155 NA NA 754 785 302 NA
1709676000.0 12434.502 NA 326 184 0 NA NA 899 855 0 NA NA 2199 380 225 NA NA 796 467 342 NA
1709676000.0 12434.503 NA 330 193 0 NA NA 913 879 0 NA NA 2184 438 236 NA NA 760 661 346 NA
1709676000.0 12434.504 NA 326 133 NA NA NA 894 816 NA NA NA 2187 164 NA NA NA 764 214 NA NA
1709676000.0 12434.506 NA 326 183 0 NA NA 885 864 0 NA NA 2173 373 214 NA NA 727 1209 674 NA
1709676000.0 12434.507 NA 330 196 0 NA NA 886 872 0 NA NA 2191 382 220 NA NA 755 901 697 NA
1709676000.0 12434.508 NA 326 133 NA NA NA 895 818 NA NA NA 2192 200 NA NA NA 757 327 NA NA
1709676000.0 12434.512 NA 330 153 0 NA NA 915 728 0 NA NA 2175 326 170 NA NA 766 404 258 NA
1709676000.0 12434.513 NA 325 154 0 NA NA 907 732 0 NA NA 2195 341 167 NA NA 760 879 453 NA
1709676000.0 12434.514 NA 326 118 NA NA NA 904 682 NA NA NA 2193 152 NA NA NA 759 202 NA NA
1709676000.0 12434.522 NA 329 128 0 NA NA 893 696 0 NA NA 2179 327 178 NA NA 769 372 600 NA
1709676000.0 12434.523 NA 290 150 0 NA NA 901 699 0 NA NA 2189 343 186 NA NA 788 861 312 NA
1709676000.0 12434.524 NA 326 114 NA NA NA 888 657 NA NA NA 2180 156 NA NA NA 764 622 NA NA
1709676000.0 12434.582 NA 321 231 0 NA NA 906 947 0 NA NA 2179 462 259 NA NA 769 1360 378 NA
1709676000.0 12434.583 NA 323 247 0 NA NA 886 969 0 NA NA 2195 497 262 NA NA 786 980 377 NA
1709676000.0 12434.586 NA 327 231 0 NA NA 889 956 0 NA NA 2192 463 262 NA NA 777 907 461 NA
1709676000.0 12434.587 NA 320 244 0 NA NA 893 956 0 NA NA 2189 483 274 NA NA 795 940 477 NA
1709676000.0 12434.592 NA 326 502 0 NA NA 897 1362 0 NA NA 2189 1924 433 NA NA 760 2391 652 NA
1709676000.0 12434.593 NA 315 507 0 NA NA 891 1429 0 NA NA 2183 1922 459 NA NA 893 2394 760 NA
1709676000.0 12434.596 NA 323 563 0 NA NA 897 1364 0 NA NA 2175 1836 405 NA NA 723 2944 474 NA
1709676000.0 12434.597 NA 317 529 0 NA NA 888 1398 0 NA NA 2205 1912 438 NA NA 785 2482 566 NA
1709676000.0 12450.402 NA 318 180 0 NA NA 887 865 0 NA NA 2182 412 224 NA NA 777 714 339 NA
1709676000.0 12450.403 NA 325 186 0 NA NA 906 889 0 NA NA 2174 382 221 NA NA 788 849 332 NA
1709676000.0 12450.404 NA 322 135 NA NA NA 888 826 NA NA NA 2185 196 NA NA NA 768 315 NA NA
1709676000.0 12450.502 NA 320 171 0 NA NA 896 854 0 NA NA 2179 383 194 NA NA 758 594 241 NA
1709676000.0 12450.503 NA 325 192 0 NA NA 895 878 0 NA NA 2185 369 233 NA NA 768 873 358 NA
1709676000.0 12450.504 NA 321 135 NA NA NA 896 818 NA NA NA 2187 194 NA NA NA 769 303 NA NA
1709676000.0 12450.506 NA 323 182 0 NA NA 889 859 0 NA NA 2180 369 231 NA NA 765 853 346 NA
1709676000.0 12450.507 NA 321 162 0 NA NA 891 876 0 NA NA 2179 434 234 NA NA 759 665 352 NA
1709676000.0 12450.508 NA 325 130 NA NA NA 882 810 NA NA NA 2187 163 NA NA NA 755 208 NA NA
1709676000.0 12461.402 NA 307 173 0 NA NA 879 756 0 NA NA 2161 360 191 NA NA 766 748 298 NA
1709676000.0 12461.502 NA 316 166 0 NA NA 888 755 0 NA NA 2159 371 192 NA NA 758 717 298 NA
1709676000.0 12634.402 NA 679 243 0 NA NA 1406 967 0 NA NA 4832 554 245 NA NA 2020 748 359 NA
1709676000.0 12634.403 NA 620 260 0 NA NA 1336 987 0 NA NA 4630 573 249 NA NA 1758 816 366 NA
1709676000.0 12634.404 NA 628 136 NA NA NA 1402 827 NA NA NA 4699 194 NA NA NA 1797 294 NA NA
1709676000.0 12634.412 NA 659 458 0 NA NA 1365 1121 0 NA NA 4790 979 162 NA NA 1905 1568 224 NA
1709676000.0 12650.402 NA 651 257 0 NA NA 1402 980 0 NA NA 4840 523 245 NA NA 1917 597 354 NA
1709676000.0 12650.403 NA 621 243 0 NA NA 1382 985 0 NA NA 4666 583 222 NA NA 1784 631 270 NA
1709676000.0 12650.404 NA 632 136 NA NA NA 1338 827 NA NA NA 4519 192 NA NA NA 1723 286 NA NA
1709676000.0 12661.402 NA 680 248 0 NA NA 1365 994 0 NA NA 4698 549 244 NA NA 1838 1325 360 NA
1709676000.0 141.008506 NA 444 209 0 NA NA 1273 889 0 NA NA 2395 813 171 NA NA 1160 743 276 NA
1709676000.0 141.008507 NA 441 222 0 NA NA 1292 929 0 NA NA 2397 1026 187 NA NA 1090 663 309 NA
1709676000.0 141.008508 NA 449 147 NA NA NA 1275 842 NA NA NA 2397 262 NA NA NA 1086 744 NA NA
1709676000.0 141.008512 NA 443 179 0 NA NA 1284 754 0 NA NA 2406 501 181 NA NA 1154 892 292 NA
1709676000.0 141.008513 NA 443 183 0 NA NA 1301 756 0 NA NA 2383 606 184 NA NA 1069 741 292 NA
1709676000.0 141.008514 NA 415 150 NA NA NA 1292 714 NA NA NA 2398 241 NA NA NA 1109 288 NA NA
1709676000.0 141.008522 NA 445 188 0 NA NA 1254 732 0 NA NA 2473 569 162 NA NA 1214 747 234 NA
