Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1710108000.0 134.91 NA 106 395 0 NA NA NA NA NA 183 562 0 NA NA NA NA NA 159 3795 325 NA NA NA NA NA 168 2283 621 NA NA NA NA
1710108000.0 134.99901 NA 105 391 0 NA NA NA NA NA 177 565 0 NA NA NA NA NA 159 3638 301 NA NA NA NA NA 341 2527 418 NA NA NA NA
1710108000.0 1340.0 NA 228 399 0 NA NA NA NA NA 319 556 0 NA NA NA NA NA 329 1409 361 NA NA NA NA NA 387 1982 687 NA NA NA NA
1710108000.0 1341.0 NA 240 417 0 NA NA NA NA NA 322 571 0 NA NA NA NA NA 373 1880 351 NA NA NA NA NA 429 1958 387 NA NA NA NA
1710108000.0 1343.0 NA 234 408 0 NA NA NA NA NA 328 570 0 NA NA NA NA NA 352 1509 358 NA NA NA NA NA 595 1975 427 NA NA NA NA
1710108000.0 1344.0 NA 230 404 0 NA NA NA NA NA 312 550 0 NA NA NA NA NA 337 1482 351 NA NA NA NA NA 447 1801 483 NA NA NA NA
1710108000.0 1345.0 NA 233 409 0 NA NA NA NA NA 312 561 0 NA NA NA NA NA 346 1503 353 NA NA NA NA NA 546 1971 407 NA NA NA NA
1710108000.0 1347.0 NA 231 406 0 NA NA NA NA NA 315 548 0 NA NA NA NA NA 343 1455 363 NA NA NA NA NA 360 2030 483 NA NA NA NA
1710108000.0 1348.0 NA 228 395 0 NA NA NA NA NA 314 568 0 NA NA NA NA NA 328 1400 358 NA NA NA NA NA 424 1555 482 NA NA NA NA
1710108000.0 1349.0 NA 231 402 0 NA NA NA NA NA 325 543 0 NA NA NA NA NA 333 1424 353 NA NA NA NA NA 375 2013 505 NA NA NA NA
1710108000.0 135.12 395 0 194 165 NA NA NA NA 569 0 285 247 NA NA NA NA 841 231 568 393 NA NA NA NA 1343 434 795 597 NA NA NA NA
1710108000.0 135.13 391 0 NA NA NA NA NA NA 581 0 NA NA NA NA NA NA 856 301 NA NA NA NA NA NA 1165 385 NA NA NA NA NA NA
1710108000.0 135.8 187 NA NA NA NA NA NA NA 291 NA NA NA NA NA NA NA 646 NA NA NA NA NA NA NA 438 NA NA NA NA NA NA NA
1710108000.0 1350.0 NA 233 389 0 NA NA NA NA NA 320 573 0 NA NA NA NA NA 339 1453 350 NA NA NA NA NA 495 2291 475 NA NA NA NA
1710108000.0 1351.0 NA 230 402 0 NA NA NA NA NA 318 569 0 NA NA NA NA NA 355 1508 368 NA NA NA NA NA 391 2232 513 NA NA NA NA
1710108000.0 1352.0 NA 230 402 0 NA NA NA NA NA 325 549 0 NA NA NA NA NA 346 1509 356 NA NA NA NA NA 480 2184 451 NA NA NA NA
1710108000.0 1353.0 NA 232 410 0 NA NA NA NA NA 318 569 0 NA NA NA NA NA 342 1483 343 NA NA NA NA NA 531 1863 421 NA NA NA NA
1710108000.0 1354.0 NA 232 400 0 NA NA NA NA NA 326 564 0 NA NA NA NA NA 342 1491 345 NA NA NA NA NA 546 1788 400 NA NA NA NA
1710108000.0 1355.0 NA 235 412 0 NA NA NA NA NA 326 565 0 NA NA NA NA NA 354 1505 335 NA NA NA NA NA 454 1874 372 NA NA NA NA
1710108000.0 1356.0 165 223 438 0 210 NA NA NA 258 308 594 0 303 NA NA NA 1487 337 1489 354 588 NA NA NA 958 562 1694 507 879 NA NA NA
1710108000.0 136.72411 NA 254 0 NA NA NA NA NA NA 338 0 NA NA NA NA NA NA 1423 160 NA NA NA NA NA NA 1522 332 NA NA NA NA NA
1710108000.0 136.72412 NA 274 0 NA NA NA NA NA NA 374 0 NA NA NA NA NA NA 1587 148 NA NA NA NA NA NA 1260 200 NA NA NA NA NA
1710108000.0 136.733 NA 254 132 0 NA NA NA NA NA 396 202 0 NA NA NA NA NA 803 268 199 NA NA NA NA NA 587 845 249 NA NA NA NA
1710108000.0 136.735 NA 173 376 0 NA NA NA NA NA 258 533 0 NA NA NA NA NA 388 2122 254 NA NA NA NA NA 661 2446 322 NA NA NA NA
1710108000.0 136.761 NA 170 451 0 NA NA NA NA NA 245 708 0 NA NA NA NA NA 433 13000 219 NA NA NA NA NA 578 5019 286 NA NA NA NA
